institution,slug,country,continent,repository_code,archive_type,filmoteca_espanola_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/retorno,Retorno,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Militares,"Un soldado vuelve a casa junto a su mujer y su hijo. | Tras volver de su servicio militar, un soldado se reencuentra felizmente con todo lo que ha estado echando de menos: su familia, su cama, el bar de la esquina... | código PLATFO: INV0003133 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 377 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/sin-amanecer,Sin amanecer,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Crimen,"Un grupo de detenidos que van a ser fusilados al amanecer, se enfrentan entre sí. | Varios miembros de un colectivo que han sido detenidos ven cómo las tensiones entre ellos aumentan a medida que les van interrogando individualmente. | código PLATFO: INV0003996 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | idioma original: Español | duración declarada: 992 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/torerillos-61,"Torerillos, 61",No ficción; Docudrama; país: España; colección: Colección Hermic Films; etiquetas: Toreros; Tauromaquia,"Cortometraje de Basilio Martín Patino sobre la vida y los sacrificios de los jóvenes maletillas, decididos a alcanzar su sueño de ser toreros. | Acercamiento a la vida de los jóvenes maletillas que recorren incansablemente los caminos entre las dehesas salmantinas, donde pastan los toros bravos. Buscan una oportunidad para demostrar su valor en capeas y tentaderos para así convertirse algún día en toreros, una forma de huir de la pobreza y alcanzar la fama. | Batería de recortes de periódico relativos a capeas y toreros emergentes, intercalado con fotografías fijas en blanco y negro de torerillos, toreros con traje de luces, plazas, etc. Jóvenes torerillos ensayan la lidia en una plaza a plena luz del día. Breve batería de recortes de periódicos. Los jóvenes viajan en el techo de un tren de mercancías atravesando una dehesa. Bajan del tren en marcha, atraviesan un pequeño pueblo de piedra y siguen caminando. Suben a otro tren en marcha; contemplan en un prado a unos jinetes; van huyendo de los pueblos. Recortes de periódico. Toros corren por un prado; los jóvenes duermen junto a un muro empedrado. Recortes de periódico. Toros en el prado. De noche, los jóvenes salen de detrás del muro y torean a una res. Hacen un fuego junto a las ruinas de un antiguo monumento. Batería de recortes de periódico y fotografías fijas en blanco y negro de cogidas de toreros en el ruedo. Los jóvenes duermen sobre el césped, tapados con sus capotes. Recogen sus bártulos y parten. Recorte de periódico. Vistas generales diurnas de una ciudad monumental, el río y un puente. Los jóvenes se curan las heridas con el agua del río. Batería de recortes de periódicos. Caminan por las calles de un casco histórico. Recorte de periódico. Se asean en una fuente. Siguen su trayecto. Vista general de plazas...",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/turno-de-noche,Turno de noche,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Relaciones de pareja,"Un taxista y una mujer cansada de su pareja pasan juntos la noche. | Tras hartarse del comportamiento de su acompañante, una mujer decide tener una aventura con un taxista. | código PLATFO: INV0002769 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | idioma original: Español | duración declarada: 893 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/un-martes,Un martes,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Relaciones de pareja,"Historia de romances y celos entre jóvenes. | Una fiesta en un piso propicia una serie de encuentros y desencuentros amorosos entre varios jóvenes. | código PLATFO: INV0003087 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | idioma original: Español | duración declarada: 520 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/ha-salido-el-suceso,¡Ha salido El Suceso!,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Periodismo,"Un periodista investiga un derrumbe en Madrid y descubre que una camarera entrevistada tiene algo que ocultar. | Un periodista de ""El Suceso"" debe elaborar un reportaje sensacionalista a propósito del derrumbe de un viejo inmueble en el centro de Madrid. Entrevista a los vecinos hasta que da con una camarera que sabe algo más. | código PLATFO: INV0002759 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | idioma original: Español | duración declarada: 1201 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1962
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/atropello,Atropello,Escuela de cine; Ficción; Suspense; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Crimen; Persecuciones,"Persecución automovilística por el centro de Madrid. | Tras atropellar a una chica, el culpable se da a la fuga y es perseguido por otro coche hasta que logran detenerlo. | código PLATFO: INV0002957 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 235 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/carretera-adelante,Carretera adelante,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC,"Tras ser abandonadas en medio de la carretera, dos mujeres vestidas con pieles y adornadas con joyas piden ayuda en una modesta casa. | Un humilde matrimonio acoge en su casa a dos mujeres lujosamente vestidas. | código PLATFO: INV0003020 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 561 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/cuestion-de-gustos,Cuestión de gustos,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Flores en la sombra,"Sucesión de escenas cómicas. Práctica de María Teresa Dressel, una de las muchas mujeres directoras que no llegaron a graduarse en la EOC. | Sucesión de escenas de carácter variopinto: una pareja de enamorados se sienta en un banco a tomar unos bocadillos. En el mismo banco está sentado otro hombre que, poco después, entra por la ventana de una casa y roba un pastel. En la calle, un guardia de tráfico detiene un coche conducido por un perro. | código PLATFO: INV0003023 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 469 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/doce-cuerdas,Doce cuerdas,"Escuela de cine; No ficción; Documental; Práctica académica; Biográfico; país: España; colección: Colección IIEC/EOC; etiquetas: Boxeo; Cañaveras, Andrés","Documental sobre el boxeador Andrés Cañaveras, que de 1963 a 1965 tuvo una breve carrera profesional con una sola victoria y cinco derrotas por KO. | Documental biográfico del boxeador Andrés Cañaveras, alias ""El tigre"", pastor en Cuenca y solador en Madrid, que tuvo que adelgazar un kilo y trescientos gramos en menos de un cuarto de hora para su primer combate importante, según reza en el documental. Un día de duro entrenamiento en el gimnasio. | código PLATFO: INV0003027 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 501 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/dos-soldados,Dos soldados,Escuela de cine; Ficción; Bélico; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Militares,"Una pareja de enamorados es disparada por dos soldados. | Dos soldados que están en plena guerra se encuentran con una pareja que se está besando y abrazando en el suelo. | código PLATFO: INV0003028 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 329 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/dia-de-bano,Día de baño,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Comedia negra,"Práctica de Antonio Mercero en la Escuela Oficial de Cine, con la que comienza a establecer las características de su estilo posterior. | Con un toque de humor negro, un grupo de chicos visita la piscina de un amigo y descubren que la madre ha fallecido. Deciden quedarse, pero se les solicita ayuda para retirar el cuerpo. | código PLATFO: INV0003025 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 594 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/el-obstaculo,El obstáculo,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Enfermedades; Fiestas,"Una joven que se dispone a celebrar una fiesta en casa tiene que suspenderla cuando su padre enferma. | Dispuesta a realizar un festejo con sus amigos, una muchacha decora y reorganiza su casa concienzudamente. También tiene perfectamente pensado el vestido que se va a poner. Sin embargo, en el último momento, su padre enferma y hay que cancelar la fiesta. | código PLATFO: INV0003038 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 483 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/el-paredon,El paredón,Escuela de cine; Ficción; Bélico; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Militares,"Práctica de José Luis Hernández Marcos en la Escuela Oficial de Cine. Sobre el fusilamiento de un prisionero. | Un grupo de guerrilleros decide fusilar a un prisionero. El oficial se lo encargará a un soldado muy joven, quien sufrirá por ello. | código PLATFO: INV0003058 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 415 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/el-retrato,El retrato,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Fotografía,"Práctica de segundo curso en la Escuela Oficial de Cine de Wilhelm Ziener en la que un fotógrafo fetichista toma el retrato de una modelo. | Un fotógrafo fetichista hace posar a una modelo en varias poses sugerentes. | código PLATFO: INV0003068 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 618 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/en-el-rio,En el río,Escuela de cine; Ficción; Drama; Práctica académica; colección: Colección IIEC/EOC,"Práctica de José Luis Borau en la EOC. Una pareja de turistas que está de visita en un pueblo llama la atención de un joven seminarista. | Un seminarista que ha regresado a su casa durante unos días se siente turbado por la presencia de una pareja de turistas en su pueblo y las carantoñas que se hacen entre ellos. | código PLATFO: INV0003992 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 1118 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/evasion,Evasión,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Entorno laboral,"Ir al cine se convierte en el único momento feliz del día en la vida de un oficinista cansado de todo lo demás. | Un joven oficinista, hastiado de su vida, busca en una sala de cine la evasión de sus problemas. | código PLATFO: INV0003029 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 432 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/gafas-negras,Gafas negras,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Relaciones de pareja,"Varias parejas buscan la intimidad en un parque, pero un guarda se lo impide. | El guarda de un parque se dedica a perseguir a parejas de jóvenes para recriminarles su actitud. | código PLATFO: INV0003030 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 172 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-campana-de-la-amabilidad,La campaña de la amabilidad,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Distopías,"Cuento con ""inmoraleja"". Tras ver numerosos carteles sobre la amabilidad, un hombre decide ayudar a los demás. Esto le acabará causando más de un problema. | La ciudad está inundada de carteles sobre ""La Campaña de la Amabilidad"". Al verlos, un hombre intenta poner su granito de arena, ayudando a un hombre cojo a cruzar la calle en un primer momento. Más tarde se ofrece a cuidarle el niño a una mujer, pero la madre no regresa y tiene que hacerse cargo de él. La burocracia que supone ponerse en contacto con los servicios sociales correspondientes le causará una molestia tras otra. | código PLATFO: INV0002958 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 486 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-cogida,La cogida,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Toros,"Un torero malherido es llevado de un hospital a otro. | Un torero que ha sufrido una grave cogida es trasladado de un centro hospitalario a otro sin que le atiendan en ninguno. | código PLATFO: INV0003021 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 404 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-conquista,La conquista,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC,"Un joven que se dedica a piropear a toda mujer que se cruza en su camino entabla relación con una extranjera. | Un joven que va acosando a las mujeres que se encuentra conoce a una chica que le invita a su casa. No logra realizar lo que ha deseado desde el principio y, ante sus propias dudas, termina marchándose. | código PLATFO: INV0003022 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 543 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-habitacion,La habitación,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Abusos sexuales,"Un joven se queda a solas en casa con la criada. | Aprovechando que su madre tiene que salir y que tiene la casa para él, un joven estudiante intenta abusar de la criada. | código PLATFO: INV0003080 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 260 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-ocasion,La ocasión,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Fiestas,"Cuatro jóvenes dan una pequeña fiesta en casa. | Un grupo de cuatro amigos se reúnen en una casa: charlan, beben, fuman y escuchan música. | código PLATFO: INV0003039 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 482 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-otra,La otra,Escuela de cine; Ficción; Práctica académica; Drama romántico; país: España; colección: Colección IIEC/EOC; etiquetas: Enredos amorosos,"Una mujer descubre que su pareja está teniendo una aventura romántica. | Un hombre que mantiene una relación secreta es espiado por su mujer. | código PLATFO: INV0003057 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 271 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-recomendacion,La recomendación,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Entorno laboral,"Práctica de la EOC del asturiano Valentín Andrés Álvarez Corugedo. Un joven busca empleo y entabla relación con la empleada del dueño. | Un joven en apuros económicos quiere entrar a trabajar en una casa y se relaciona con la criada del dueño de la fabrica. | código PLATFO: INV0003061 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 362 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/los-jaeneros,Los jaeneros,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Trenes,"Práctica de segundo curso en la EOC de Manuel López Yubero. Tres jaeneros esperan en la estación. | Tres hombres esperan durante horas la llegada del tren de Jaén en la estación de Atocha de Madrid. | código PLATFO: INV0003034 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 412 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/los-opositores,Los opositores,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Salud mental,"Práctica de segundo curso de Francisco Regueiro en la Escuela Oficial de Cine. Un grupo de jóvenes se enfrenta al estrés de unas oposiciones. | El estrés se convierte en una constante entre los jóvenes opositores. Uno de ellos, después de meses de presión y agotamiento, toma una decisión desesperada e inesperada, arrojándose por la ventana de la habitación. | código PLATFO: INV0003040 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 410 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/malditos-actores,Malditos actores,Escuela de cine; Ficción; Práctica académica; Drama romántico; país: España; colección: Colección IIEC/EOC; etiquetas: Enredos amorosos,"La aventura romántica que un hombre mantiene a espaldas de su familia acaba generando una situación conflictiva. | Un hombre mantiene una aventura extramatrimonial con una mujer. Inesperadamente, un día se presentan ante los dos la esposa de este junto a su hija. | código PLATFO: INV0003036 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 606 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/practica-segundo-curso-kathryn-waldo-dia-de-rodaje,Práctica Segundo Curso: Kathryn Waldo - Día de rodaje,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Metacine,"Un alumno de dirección sufre una serie de percances a la hora de rodar una escena, pero finalmente lo consigue. | Los contratiempos de un alumno de dirección de la Escuela de Cine para rodar la escena de un apuñalamiento por celos. | código PLATFO: INV0003059 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | duración declarada: 418 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/practica-segundo-curso-kathryn-waldo-el-establo,Práctica Segundo Curso: Kathryn Waldo - El establo,Escuela de cine; Ficción; Drama; Práctica académica; Cine religioso; país: España; colección: Colección IIEC/EOC; etiquetas: Navidad,"Una mujer a punto de dar a luz y su marido, que viajan de manera errante en burro, tienen problemas para encontrar cobijo. | Un hombre conduce a su mujer embarazada en un borriquillo, pero nadie les quiere dar cobijo. Finalmente, la mujer acaba dando a luz en un establo. Debido a la hostilidad del pueblo la pareja debe ponerse de nuevo en camino. | código PLATFO: INV0003060 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 328 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1961
