institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Islington Local History Centre Special Collections,islington-local-history-centre-special-collections,United Kingdom,Europe,GB-1032,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1032,True,True,https://www.islington.gov.uk/libraries-arts-and-heritage/heritage/local-history-centre,islington.gov.uk,http_error,404,quebrado,https://www.islington.gov.uk/libraries-arts-and-heritage/heritage/local-history-centre,0,0,0,alta,Titulo da pagina sugere erro ou landing page generica.,
Jersey Archive,jersey-archive,United Kingdom,Europe,GB-1539,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1539,True,True,http://www.jerseyheritage.org/places-to-visit/jersey-archive,jerseyheritage.org,ok,200,integro,https://www.jerseyheritage.org/visit/places-to-visit/hamptonne-country-life-museum/,0,2,1,media,,
"Kettle's Yard Museum and Art Gallery, University of Cambridge",kettle-s-yard-museum-and-art-gallery-university-of-cambridge,United Kingdom,Europe,GB-1759,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1759,True,True,https://www.kettlesyard.cam.ac.uk/,kettlesyard.cam.ac.uk,ok,200,integro,https://www.kettlesyard.cam.ac.uk/,0,1,2,media,,
"King's College Archives, University of Cambridge",king-s-college-archives-university-of-cambridge,United Kingdom,Europe,GB-272,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-272,True,True,http://www.kings.cam.ac.uk/archivecentre/,kings.cam.ac.uk,erro,,instavel,http://www.kings.cam.ac.uk/archivecentre/,0,0,0,alta,,Timeout ou falha no carregamento
Labour History Archive and Study Centre,labour-history-archive-and-study-centre,United Kingdom,Europe,GB-394,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-394,True,True,https://phm.org.uk/collections/labour-history-archive-study-centre/,phm.org.uk,ok,200,integro,https://phm.org.uk/collection/labour-history-archive-study-centre/,2,2,4,media,,
Lambeth Palace Library,lambeth-palace-library,United Kingdom,Europe,GB-109,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-109,True,True,http://www.lambethpalacelibrary.org/,lambethpalacelibrary.org,http_error,523,quebrado,https://www.lambethpalacelibrary.org/,0,0,0,alta,,
Lancashire Archives,lancashire-archives,United Kingdom,Europe,GB-55,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-55,True,True,http://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office.aspx,lancashire.gov.uk,erro,,instavel,http://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office.aspx,0,0,0,alta,,Timeout ou falha no carregamento
Lancaster University Archives,lancaster-university-archives,United Kingdom,Europe,GB-336,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-336,True,True,http://www.lancaster.ac.uk/library/resources/special-collections/,lancaster.ac.uk,http_error,404,quebrado,https://www.lancaster.ac.uk/library/resources/special-collections/,0,0,0,alta,Titulo da pagina sugere erro ou landing page generica.,
Leonard Cheshire Archive,leonard-cheshire-archive,United Kingdom,Europe,GB-2047,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2047,True,True,https://rewind.leonardcheshire.org/,rewind.leonardcheshire.org,ok,200,integro,https://rewind.leonardcheshire.org/,0,0,0,baixa,,
"Lincoln College Archives, University of Oxford",lincoln-college-archives-university-of-oxford,United Kingdom,Europe,GB-456,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-456,True,True,http://www.lincoln.ox.ac.uk/Archives,lincoln.ox.ac.uk,ok,200,integro,https://lincoln.ox.ac.uk/discover/lincoln-unlocked/the-archive/,0,0,0,baixa,,
Liverpool Hope University Archives and Special Collections,liverpool-hope-university-archives-and-special-collections,United Kingdom,Europe,GB-3389,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3389,True,True,https://www.hope.ac.uk/library/specialcollections/,hope.ac.uk,restrito,403,restrito,https://www.hope.ac.uk/library/specialcollections/,0,0,0,alta,,
London School of Hygiene and Tropical Medicine Archives,london-school-of-hygiene-and-tropical-medicine-archives,United Kingdom,Europe,GB-809,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-809,True,True,http://www.lshtm.ac.uk/library/archives/,lshtm.ac.uk,restrito,403,restrito,https://www.lshtm.ac.uk/library/archives/,0,0,0,alta,,
London South Bank University Archives Centre,london-south-bank-university-archives-centre,United Kingdom,Europe,GB-2110,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2110,True,True,http://www.lsbu.ac.uk/professional-services/archives-centre,lsbu.ac.uk,restrito,403,restrito,https://www.lsbu.ac.uk/professional-services/archives-centre,0,0,0,alta,,
Lothian Health Services Archive,lothian-health-services-archive,United Kingdom,Europe,GB-239,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-239,True,True,http://www.lhsa.lib.ed.ac.uk/index.html,library.ed.ac.uk,ok,200,integro,https://library.ed.ac.uk/heritage-collections/our-collections/lhsa,0,0,5,baixa,,
LSE Library Archives and Special Collections,lse-library-archives-and-special-collections,United Kingdom,Europe,GB-97,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-97,True,True,https://www.lse.ac.uk/Library,lse.ac.uk,ok,200,integro,https://www.lse.ac.uk/Library,1,3,2,media,,
Manchester Archives and Local Studies,manchester-archives-and-local-studies,United Kingdom,Europe,GB-127,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-127,True,True,http://www.manchester.gov.uk/info/448/archives_and_local_history,manchester.gov.uk,restrito,403,restrito,https://www.manchester.gov.uk/info/448/archives_and_local_history,0,0,0,alta,,
"Manchester Museum, University of Manchester",manchester-museum-university-of-manchester,United Kingdom,Europe,GB-2875,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2875,True,True,http://www.museum.manchester.ac.uk/,museum.manchester.ac.uk,ok,200,integro,https://www.museum.manchester.ac.uk/,0,1,2,media,,
Marx Memorial Library & Workers' School Archives,marx-memorial-library-workers-school-archives,United Kingdom,Europe,GB-391,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-391,True,True,https://www.marx-memorial-library.org.uk/collections,marx-memorial-library.org.uk,ok,200,integro,https://www.marx-memorial-library.org.uk/collections,0,0,5,baixa,,
"Merseyside Maritime Museum, Maritime Archives and Library",merseyside-maritime-museum-maritime-archives-and-library,United Kingdom,Europe,GB-136,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-136,True,True,http://www.liverpoolmuseums.org.uk/maritime/archive/,liverpoolmuseums.org.uk,ok,200,integro,https://www.liverpoolmuseums.org.uk/maritime-museum,1,2,2,media,,
