institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
"Crafts Study Centre Archives, University for the Creative Arts",crafts-study-centre-archives-university-for-the-creative-arts,United Kingdom,Europe,GB-2941,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2941,True,True,https://www.csc.uca.ac.uk/,Instagram,https://www.instagram.com/p/DScnA3vAui8/,"Crafts Study Centre on Instagram: ""Seasons greetings from everyone at the Crafts Study Centre! We will be closing on the 19th of December 5pm and reopening on the 6th January at 10am Looking forward to exciting things in 2026 @unicreativearts @farnhamcrafttown @farnhamcreativesnetwork""","Crafts Study Centre on Instagram: ""Seasons greetings from everyone at the Crafts Study Centre! We will be closing on the 19th of December 5pm and reopening on the 6th January at 10am Looking forward to exciting things in 2026 @unicreativearts @farnhamcrafttown @farnhamcreativesnetwork""","41 likes, 1 comments - craftsstudycentre on December 19, 2025: ""Seasons greetings from everyone at the Crafts Study Centre! We will be closing on the 19th of December 5pm and reopening on the 6th January at 10am Looking forward to exciting things in 2026 @unicreativearts @farnhamcrafttown @farnhamcreativesnetwork"".",
"Crafts Study Centre Archives, University for the Creative Arts",crafts-study-centre-archives-university-for-the-creative-arts,United Kingdom,Europe,GB-2941,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2941,True,True,https://www.csc.uca.ac.uk/,Instagram,https://www.instagram.com/p/DRChAvSAuvI/,"Crafts Study Centre on Instagram: ""AUDIO RECORDING AVAILABLE - The Enduring Legacy of Ladi Kwali lecture by Dr Jareh Das As part of Farnham Craft Month in October we were honoured to host the Henry Hammond Lecture 2025 by Dr Jareh Das reflecting on the remarkable life and artistic legacy of Ladi Dosei Kwali (1925–1984), Nigeria’s most celebrated potter, whose mastery of Indigenous Gbari hand-building techniques shaped a pioneering transnational ceramic practice. Drawing on oral histories, archival photographs, and field research in Kwali and Suleja, Jareh explored how Kwali’s waterpots, once everyday vessels, became icons of artistic innovation and cultural heritage in Nigeria and beyond. Jareh situated Kwali’s legacy within her immediate contexts, setting this against the international reputation that she established as her career built, and her subsequent influence on Nigerian ceramics and art today. If you missed the lecture the audio is available to listen to here: https://www.csc.uca.ac.uk/henry-hammond-lecture-series We were thrilled that an audience member brought their own Kwali water pot to accompany the talk. Wonderful and unplanned, its presence in the space was a reminder of Ladi Kwali’s historical links to Farnham. Image 2: Ladi Kwali demonstration in the US, 1972. From the archive of Kwali family, Suleja. Image courtesy of Andrew Esiebo. We are very grateful to @farnhamofficial for the use of Farnham Town Hall for this event. @farnhamcrafttown @unicreativearts #henryhammond #ladikwali #ceramics #craft #pottery #nigerianpottery""","Crafts Study Centre on Instagram: ""AUDIO RECORDING AVAILABLE - The Enduring Legacy of Ladi Kwali lecture by Dr Jareh Das As part of Farnham Craft Month in October we were honoured to host the Henry Hammond Lecture 2025 by Dr Jareh Das reflecting on the remarkable life and artistic legacy of Ladi Dosei Kwali (1925–1984), Nigeria’s most celebrated potter, whose mastery of Indigenous Gbari hand-building techniques shaped a pioneering transnational ceramic practice. Drawing on oral histories, archival photographs, and field research in Kwali and Suleja, Jareh explored how Kwali’s waterpots, once everyday vessels, became icons of artistic innovation and cultural heritage in Nigeria and beyond. Jareh situated Kwali’s legacy within her immediate contexts, setting this against the international reputation that she established as her career built, and her subsequent influence on Nigerian ceramics and art today. If you missed the lecture the audio is available to listen to here: https://www.csc.uca.ac.uk/henry-hammond-lecture-series We were thrilled that an audience member brought their own Kwali water pot to accompany the talk. Wonderful and unplanned, its presence in the space was a reminder of Ladi Kwali’s historical links to Farnham. Image 2: Ladi Kwali demonstration in the US, 1972. From the archive of Kwali family, Suleja. Image courtesy of Andrew Esiebo. We are very grateful to @farnhamofficial for the use of Farnham Town Hall for this event. @farnhamcrafttown @unicreativearts #henryhammond #ladikwali #ceramics #craft #pottery #nigerianpottery""","50 likes, 0 comments - craftsstudycentre on November 14, 2025: ""AUDIO RECORDING AVAILABLE - The Enduring Legacy of Ladi Kwali lecture by Dr Jareh Das As part of Farnham Craft Month in October we were honoured to host the Henry Hammond Lecture 2025 by Dr Jareh Das reflecting on the remarkable life and artistic legacy of Ladi Dosei Kwali (1925–1984), Nigeria’s most celebrated potter, whose master...",
"Crafts Study Centre Archives, University for the Creative Arts",crafts-study-centre-archives-university-for-the-creative-arts,United Kingdom,Europe,GB-2941,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2941,True,True,https://www.csc.uca.ac.uk/,Instagram,https://www.instagram.com/p/DUtF4d0giKu/,"Crafts Study Centre on Instagram: ""NEW EXHIBITION Black Atlantic Makers: Conversations A celebration of the richness and diversity of Black making. The exhibition features the Tapestry of Black Britons that re-inscribes African and Caribbean presence into British history. Alongside the large textile work are a series of inter-generational dialogues in the four material areas of the Crafts Study Centre's collections: ceramics, wood, lettering and textiles. They emphasise continuity and divergence among Black makers, revealing how shared histories and diasporic connections give rise to a wide range of formal and conceptual expressions. Curated by Paula Ogun Hector @tapestry_of_black_britons and Stephen Knott @craftsstudycentre the show sees the work of leading contemporary Black makers displayed with established figures such as Magdalene Odundo, Ronald Moody, Lawson Oyekan and Althea McNish. Featuring work by: @baamtii @kente_glass @marciabennettmale @inthegrainn @archipelagotextiles @donaldbaugh @magdaleneodundo @bisilanoha @mawuenakattah.artist @oyekan.lawson @studio_raw_origins @theblackartisans @keithpiper_studio @alvin_kofi 📍Crafts Study Centre, Farnham Pic 1: Tapestry of Black Britons (detail) Pic 2: Althea McNish, Rubra (detail) 1961 ©CSC Pic 3: Lawson Oyekan, Trial by Light (detail) 1996 ©CSC Pic 4: Ranti Bam, Iwa, 2025 ©CSC #textiles #ceramics #tapestryofblackbritons #tapestry #wood #lettering""","Crafts Study Centre on Instagram: ""NEW EXHIBITION Black Atlantic Makers: Conversations A celebration of the richness and diversity of Black making. The exhibition features the Tapestry of Black Britons that re-inscribes African and Caribbean presence into British history. Alongside the large textile work are a series of inter-generational dialogues in the four material areas of the Crafts Study Centre's collections: ceramics, wood, lettering and textiles. They emphasise continuity and divergence among Black makers, revealing how shared histories and diasporic connections give rise to a wide range of formal and conceptual expressions. Curated by Paula Ogun Hector @tapestry_of_black_britons and Stephen Knott @craftsstudycentre the show sees the work of leading contemporary Black makers displayed with established figures such as Magdalene Odundo, Ronald Moody, Lawson Oyekan and Althea McNish. Featuring work by: @baamtii @kente_glass @marciabennettmale @inthegrainn @archipelagotextiles @donaldbaugh @magdaleneodundo @bisilanoha @mawuenakattah.artist @oyekan.lawson @studio_raw_origins @theblackartisans @keithpiper_studio @alvin_kofi 📍Crafts Study Centre, Farnham Pic 1: Tapestry of Black Britons (detail) Pic 2: Althea McNish, Rubra (detail) 1961 ©CSC Pic 3: Lawson Oyekan, Trial by Light (detail) 1996 ©CSC Pic 4: Ranti Bam, Iwa, 2025 ©CSC #textiles #ceramics #tapestryofblackbritons #tapestry #wood #lettering""","66 likes, 4 comments - craftsstudycentre on February 13, 2026: ""NEW EXHIBITION Black Atlantic Makers: Conversations A celebration of the richness and diversity of Black making. The exhibition features the Tapestry of Black Britons that re-inscribes African and Caribbean presence into British history. Alongside the large textile work are a series of inter-generational dialogues in the four mater...",
"Crafts Study Centre Archives, University for the Creative Arts",crafts-study-centre-archives-university-for-the-creative-arts,United Kingdom,Europe,GB-2941,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2941,True,True,https://www.csc.uca.ac.uk/,Instagram,https://www.instagram.com/p/DWGvG0ggl8X/,"Crafts Study Centre on Instagram: ""The work of Althea McNish is instantly recognisable for its sheer brilliance in the use of colour. But it goes far beyond that, with each design also telling a story, whether linked to her homeland of Trinidad or floral decorations or even the simple onion. In this presentation using items from Crafts Study Centre archive and McNish textiles from her own collection Rose Sinclair wilI discuss how McNish takes the viewer on a journey of her imagination through her use of colour and pattern. This FREE event accompanies the exhibition Black Atlantic Makers: Conversations at the Crafts Study Centre, on until 23 May 2026. Book a place here: https://www.csc.uca.ac.uk/programme/10/3/2026/althea-mcnish-it-was-just-my-imagination-from-colour-to-design @unicreativearts @dorcasstories @farnhamcrafttown @farnhamcreativesnetwork @ucatextiles @lesleymillar4 #altheamcnish #textiles #rosesinclair""","Crafts Study Centre on Instagram: ""The work of Althea McNish is instantly recognisable for its sheer brilliance in the use of colour. But it goes far beyond that, with each design also telling a story, whether linked to her homeland of Trinidad or floral decorations or even the simple onion. In this presentation using items from Crafts Study Centre archive and McNish textiles from her own collection Rose Sinclair wilI discuss how McNish takes the viewer on a journey of her imagination through her use of colour and pattern. This FREE event accompanies the exhibition Black Atlantic Makers: Conversations at the Crafts Study Centre, on until 23 May 2026. Book a place here: https://www.csc.uca.ac.uk/programme/10/3/2026/althea-mcnish-it-was-just-my-imagination-from-colour-to-design @unicreativearts @dorcasstories @farnhamcrafttown @farnhamcreativesnetwork @ucatextiles @lesleymillar4 #altheamcnish #textiles #rosesinclair""","30 likes, 0 comments - craftsstudycentre on March 20, 2026: ""The work of Althea McNish is instantly recognisable for its sheer brilliance in the use of colour. But it goes far beyond that, with each design also telling a story, whether linked to her homeland of Trinidad or floral decorations or even the simple onion. In this presentation using items from Crafts Study Centre archive and McNish t...",
"Downing College Archives, University of Cambridge",downing-college-archives-university-of-cambridge,United Kingdom,Europe,GB-269,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-269,True,True,https://www.dow.cam.ac.uk/about/downing-college-archive,Internet Archive,https://archive.org/details/downingcollege00stevrich,"Downing College : Stevens, Horace William Pettit : Free Download, Borrow, and Streaming : Internet Archive","Downing College : Stevens, Horace William Pettit : Free Download, Borrow, and Streaming : Internet Archive",285 p,
English National Ballet Archives,english-national-ballet-archives,United Kingdom,Europe,GB-1742,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1742,True,True,https://www.ballet.org.uk/the-company/history/,YouTube,https://www.youtube.com/embed/b8nIk8NLWdA?feature=oembed,YouTube,YouTube,,
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=1lDXn1QlOo4,- YouTube,- YouTube,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=kyITrZk45Bs,- YouTube,- YouTube,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=_8b5J7JR4yA,Catherine Zeta-Jones (Theo - The Haunting),Catherine Zeta-Jones (Theo - The Haunting),"The gorgeous Catherine Zeta-Jones makes her entrance as Theo in The Haunting (1999), with Lili Taylor.",2012-09-14T02:54:54-07:00
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=RdGfqO7O7CE&app=desktop,Treasure Hunt - Lincolnshire (Series 6 1988) part 3,Treasure Hunt - Lincolnshire (Series 6 1988) part 3,Clue 2 continued and start of Clue 3,2009-05-01T06:41:32-07:00
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=2oWWG9YmpuI,"Peter O'Toole in ""The Ruling Class"": an unofficial, spoiler-free trailer -- take 3","Peter O'Toole in ""The Ruling Class"": an unofficial, spoiler-free trailer -- take 3","One of the most brilliant satires in film history was 1972's ""The Ruling Class,"" starring Peter O'Toole. I've jammed the main story line and many of the fun...",2008-07-15T01:01:01-07:00
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=ntdasOoKesU,- YouTube,- YouTube,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=bblG2j6Jd64,- YouTube,- YouTube,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,True,True,https://harlaxtonmanorarchives.wordpress.com/,YouTube,http://www.youtube.com/watch?v=SwCAAGVsXhs,- YouTube,- YouTube,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",
Ibstock Place School,ibstock-place-school,United Kingdom,Europe,GB-3470,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3470,True,True,https://www.ibstockplaceschool.co.uk/,Vimeo,https://vimeo.com/854334981,,,,
Labour History Archive and Study Centre,labour-history-archive-and-study-centre,United Kingdom,Europe,GB-394,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-394,True,True,https://phm.org.uk/collections/labour-history-archive-study-centre/,YouTube,https://www.youtube.com/watch?v=LBWOFnSP0qY,Michael Foot's coat,Michael Foot's coat,"In this series of videos, Steven Fielding discusses a selection of objects and posters from our collection.",2018-12-06T05:17:03-08:00
Labour History Archive and Study Centre,labour-history-archive-and-study-centre,United Kingdom,Europe,GB-394,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-394,True,True,https://phm.org.uk/collections/labour-history-archive-study-centre/,YouTube,https://www.youtube.com/embed/XKQn6ot443o?rel=0&showinfo=0&enablejsapi=1&origin=https:%2F%2Fphm.org.uk,YouTube,YouTube,,
LSE Library Archives and Special Collections,lse-library-archives-and-special-collections,United Kingdom,Europe,GB-97,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-97,True,True,https://www.lse.ac.uk/Library,YouTube,https://www.youtube.com/watch?v=FwFLb8y96OQ,Welcome to LSE: Our official campus tour video 2024,Welcome to LSE: Our official campus tour video 2024,Join Imogen and Michael on a guided tour of our university campus — right in the heart of London.🔴 Find out about how you can visit The London School of Eco...,2024-05-31T01:00:06-07:00
"Merseyside Maritime Museum, Maritime Archives and Library",merseyside-maritime-museum-maritime-archives-and-library,United Kingdom,Europe,GB-136,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-136,True,True,http://www.liverpoolmuseums.org.uk/maritime/archive/,YouTube,https://www.youtube.com/embed/ONjddIuSnjk?si=Ty8t3GlsbxfywaHh,YouTube,YouTube,,
"Middle East Centre Archive, St Antony's College, University of Oxford",middle-east-centre-archive-st-antony-s-college-university-of-oxford,United Kingdom,Europe,GB-165,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-165,True,True,http://www.sant.ox.ac.uk/research-centres/middle-east-centre/mec-archive,YouTube,"https://youtu.be/uIKCkJarL94"",",St Antony's,St Antony's,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",2025-09-25T07:32:40-07:00
"Modern Records Centre, University of Warwick",modern-records-centre-university-of-warwick,United Kingdom,Europe,GB-152,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-152,True,True,https://warwick.ac.uk/services/library/mrc/,YouTube,https://www.youtube.com/embed/m_QD2oOEjbs?wmode=transparent&rel=0&enablejsapi=1&origin=https%3A%2F%2Fwarwick.ac.uk,YouTube,YouTube,,
"Modern Records Centre, University of Warwick",modern-records-centre-university-of-warwick,United Kingdom,Europe,GB-152,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-152,True,True,https://warwick.ac.uk/services/library/mrc/,YouTube,https://www.youtube.com/embed/4QHYyIUt538?wmode=transparent&rel=0&enablejsapi=1&origin=https%3A%2F%2Fwarwick.ac.uk,YouTube,YouTube,,
National Co-operative Archive,national-co-operative-archive,United Kingdom,Europe,GB-1499,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1499,True,True,https://www.co-operativeheritage.coop/,YouTube,https://www.youtube.com/embed/KCYM_otfnZA?wmode=transparent&rel=0&showinfo=0,YouTube,YouTube,,
National Meteorological Archive,national-meteorological-archive,United Kingdom,Europe,GB-261,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-261,True,True,http://www.metoffice.gov.uk/learning/library/archive,YouTube,https://www.youtube.com/watch?v=nbVx0Pd05Y8,Met Office National Meteorological Library and Archive Hidden Treasures,Met Office National Meteorological Library and Archive Hidden Treasures,"The National Meteorological Library and Archive houses the national memory of the weather. Our collections include books, diaries, records, charts and other ...",2023-06-06T02:00:53-07:00
National Railway Museum Archive,national-railway-museum-archive,United Kingdom,Europe,GB-756,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-756,True,True,http://www.nrm.org.uk/researchandarchive,YouTube,https://youtu.be/OtnErlrZ50w,Is This the World's Most Unusual Railway? | The Wuppertal Schwebebahn,Is This the World's Most Unusual Railway? | The Wuppertal Schwebebahn,"Is this the world’s most unusual railway?Hidden in a valley in the north-west of Germany lies the Schwebebahn—a historic ""hanging"" monorail that has defined ...",2026-03-01T09:00:36-08:00
Newcastle University Special Collections and Archives,newcastle-university-special-collections-and-archives,United Kingdom,Europe,GB-186,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-186,True,True,http://www.ncl.ac.uk/library/special-collections/,YouTube,https://www.youtube.com/embed/TCfYtNdUvD8?rel=0&enablejsapi=1&origin=https%3A%2F%2Fwww.ncl.ac.uk&widgetid=1&forigin=https%3A%2F%2Fwww.ncl.ac.uk%2Flibrary%2Fspecial-collections%2F&aoriginsup=1&vf=1,YouTube,YouTube,,
Newcastle University Special Collections and Archives,newcastle-university-special-collections-and-archives,United Kingdom,Europe,GB-186,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-186,True,True,http://www.ncl.ac.uk/library/special-collections/,YouTube,https://www.youtube.com/embed/TCfYtNdUvD8?rel=0&enablejsapi=1&origin=https%3A%2F%2Fwww.ncl.ac.uk&widgetid=2&forigin=https%3A%2F%2Fwww.ncl.ac.uk%2Flibrary%2Fspecial-collections%2F&aoriginsup=1&vf=1,YouTube,YouTube,,
"Newnham College Archives, University of Cambridge",newnham-college-archives-university-of-cambridge,United Kingdom,Europe,GB-2911,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2911,True,True,http://www.newn.cam.ac.uk/research/college-archives/,YouTube,https://www.youtube.com/watch?v=qGLjzkhc0eM,Newnham Poets - Present,Newnham Poets - Present,Newnham Poets - Present,2015-06-08T07:37:55-07:00
"Newnham College Archives, University of Cambridge",newnham-college-archives-university-of-cambridge,United Kingdom,Europe,GB-2911,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2911,True,True,http://www.newn.cam.ac.uk/research/college-archives/,Instagram,https://www.instagram.com/p/DV0hqfQDVF7/,"Newnham College on Instagram: ""We recently familiarised ourselves with a @meet_cambridge blog where the team sat down with Newnham’s AV Technician’s Paolo & Luigi, who shared their insights on how event professionals can prepare effectively. We picked out a few of our favourite tips and tricks but, you can read the full blog on their website🎤💻👂🏻 1. Know your equipment requirments: Discuss your key AV objectives and the equipment & support you need with your coordinator. Note what the venue is able to provide. 2. Communicate with speakers: Ask questions such as what type of microphone they would prefer and if they will be working from their own device to ensure everything runs smoothly on the day. 3. Playing videos: Make sure you test your videos on the venues AV system beforehand to ensure quality and speed. Where possible, embed the video into your presentation rather than switching programmes. 4. Hearing loops: Ask about the hearing loop systems in your meeting room and supporting areas. Check the radius and channel setting and ensure a backup is available in case of Wi-Fi issues. 5. Choosing the right microphone: Newnham has a variety of microphones available including lectern, handheld and lapel. Ensure the right style is chosen for your speaker and the feel of the event. 6. Device compatibility: Check that your devices are compatible with the venues AV system, especially if using products which may require an adaptor. 7. Giving advance notice for AV changes: Last minute AV requests and cause significant disruption so, endeavour to provide as much notice as possible. #av #tech #eventprofsuk #eventpros #eventplanner""","Newnham College on Instagram: ""We recently familiarised ourselves with a @meet_cambridge blog where the team sat down with Newnham’s AV Technician’s Paolo & Luigi, who shared their insights on how event professionals can prepare effectively. We picked out a few of our favourite tips and tricks but, you can read the full blog on their website🎤💻👂🏻 1. Know your equipment requirments: Discuss your key AV objectives and the equipment & support you need with your coordinator. Note what the venue is able to provide. 2. Communicate with speakers: Ask questions such as what type of microphone they would prefer and if they will be working from their own device to ensure everything runs smoothly on the day. 3. Playing videos: Make sure you test your videos on the venues AV system beforehand to ensure quality and speed. Where possible, embed the video into your presentation rather than switching programmes. 4. Hearing loops: Ask about the hearing loop systems in your meeting room and supporting areas. Check the radius and channel setting and ensure a backup is available in case of Wi-Fi issues. 5. Choosing the right microphone: Newnham has a variety of microphones available including lectern, handheld and lapel. Ensure the right style is chosen for your speaker and the feel of the event. 6. Device compatibility: Check that your devices are compatible with the venues AV system, especially if using products which may require an adaptor. 7. Giving advance notice for AV changes: Last minute AV requests and cause significant disruption so, endeavour to provide as much notice as possible. #av #tech #eventprofsuk #eventpros #eventplanner""","8 likes, 0 comments - newnham_conf on March 13, 2026: ""We recently familiarised ourselves with a @meet_cambridge blog where the team sat down with Newnham’s AV Technician’s Paolo & Luigi, who shared their insights on how event professionals can prepare effectively. We picked out a few of our favourite tips and tricks but, you can read the full blog on their website🎤💻👂🏻 1. Know your equipment re...",
"Newnham College Archives, University of Cambridge",newnham-college-archives-university-of-cambridge,United Kingdom,Europe,GB-2911,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2911,True,True,http://www.newn.cam.ac.uk/research/college-archives/,Instagram,https://www.instagram.com/p/DVqpXL5jeRH/,"Newnham College on Instagram: ""A well-planned menu can make all the difference to your event✨ Take the time to make conscious decisions to make every dish feel personal. A menu that reflects care and intention, isn’t just about food, it’s about creating moments that hit the mark 🍽️🍷 #eventips #eventprof #menu #food""","Newnham College on Instagram: ""A well-planned menu can make all the difference to your event✨ Take the time to make conscious decisions to make every dish feel personal. A menu that reflects care and intention, isn’t just about food, it’s about creating moments that hit the mark 🍽️🍷 #eventips #eventprof #menu #food""","2 likes, 0 comments - newnham_conf on March 9, 2026: ""A well-planned menu can make all the difference to your event✨ Take the time to make conscious decisions to make every dish feel personal. A menu that reflects care and intention, isn’t just about food, it’s about creating moments that hit the mark 🍽️🍷 #eventips #eventprof #menu #food"".",
"Newnham College Archives, University of Cambridge",newnham-college-archives-university-of-cambridge,United Kingdom,Europe,GB-2911,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2911,True,True,http://www.newn.cam.ac.uk/research/college-archives/,Instagram,https://www.instagram.com/p/DWOeBsIjQvg/,"Newnham College on Instagram: ""A client story🗣️ Real and relatable case studies to help you envision your own celebrations at Newnham✨ Get in touch about your milestone events, and find out how we can create personalised experiences🪴🍽️🛏️ #testimonial #feedback #events #celebrations #clientstory""","Newnham College on Instagram: ""A client story🗣️ Real and relatable case studies to help you envision your own celebrations at Newnham✨ Get in touch about your milestone events, and find out how we can create personalised experiences🪴🍽️🛏️ #testimonial #feedback #events #celebrations #clientstory""","7 likes, 0 comments - newnham_conf on March 23, 2026: ""A client story🗣️ Real and relatable case studies to help you envision your own celebrations at Newnham✨ Get in touch about your milestone events, and find out how we can create personalised experiences🪴🍽️🛏️ #testimonial #feedback #events #celebrations #clientstory"".",
"Newnham College Archives, University of Cambridge",newnham-college-archives-university-of-cambridge,United Kingdom,Europe,GB-2911,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2911,True,True,http://www.newn.cam.ac.uk/research/college-archives/,Instagram,https://www.instagram.com/p/DVwHKx7jecG/,"Newnham College on Instagram: ""Enjoy a short journey through Newnham College’s fascinating history, bringing us to the vibrant, welcoming venue you experience today. Newnham’s traditions of community, curiosity and care continue to thrive, creating a warm, inviting atmosphere. Our team is committee to making every event feel personal, effortless and memorable. Contact us to elevate your next event. #cambridgecolleges #cambridge #history #cambridgehistory #women #feminism #internationalwomensday2026 #collegehistory #eventprosuk #meetcamb #newnhamevents""","Newnham College on Instagram: ""Enjoy a short journey through Newnham College’s fascinating history, bringing us to the vibrant, welcoming venue you experience today. Newnham’s traditions of community, curiosity and care continue to thrive, creating a warm, inviting atmosphere. Our team is committee to making every event feel personal, effortless and memorable. Contact us to elevate your next event. #cambridgecolleges #cambridge #history #cambridgehistory #women #feminism #internationalwomensday2026 #collegehistory #eventprosuk #meetcamb #newnhamevents""","7 likes, 0 comments - newnham_conf on March 11, 2026: ""Enjoy a short journey through Newnham College’s fascinating history, bringing us to the vibrant, welcoming venue you experience today. Newnham’s traditions of community, curiosity and care continue to thrive, creating a warm, inviting atmosphere. Our team is committee to making every event feel personal, effortless and memorable. Contact us...",
