institution,slug,country,continent,repository_code,archive_type,ppa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136130&s='lL6wl',Cáritas 2002 spot,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136130; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-2002-spot-2,2002-01-01/2002-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135346&s='lL6wl',Fome em Angola,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135346; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/fome-em-angola,2008-01-01/2008-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135358&s='lL6wl',"Secours Catholique JNL 2001: 3 reportages AXES 1, 2 et 3 avec jingles lancement de la journée",vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135358; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/secours-catholique-jnl-2001-3-reportages-axes-1-2-et-3-avec-jingles-lancement-de-la-journee,2001-01-01/2001-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136319&s='lL6wl',Contact n.º 2,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136319; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/contact-n-o-2-2,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136318&s='lL6wl',Contact n.º 2,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136318; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/contact-n-o-2,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136067&s='lL6wl',"Missa: Dia Cáritas, Évora",vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136067; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/missa-dia-caritas-evora,2003-03-03/2003-03-03
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136129&s='lL6wl',Cáritas 2002 spot,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136129; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-2002-spot,2002-01-01/2002-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135476&s='lL6wl',Projecto Mão a Mão: retratos do drama e do dia a dia dos deficientes em Angola,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135476; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/projecto-mao-a-mao-retratos-do-drama-e-do-dia-a-dia-dos-deficientes-em-angola,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135475&s='lL6wl',Friedenslicht Kind 2004,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135475; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/friedenslicht-kind-2004,2004-01-01/2004-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A2241475&s='lL6wl',Registo: INT - 2004/1920-aquisição de vídeo projec,vídeo,registro descritivo recuperado; registro PPA oai:description:2241475; fonte agregada: Câmara Municipal de Leiria; descrição: Etapa #1 Assunto: Informação/Proposta para aquisição de vídeo projector,2004-02-17/2004-02-17
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135357&s='lL6wl',"Toulouse doit être aidée: appel de Joël Thoraval, Président National du Secours Catholique",vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135357; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/toulouse-doit-etre-aidee-appel-de-joel-thoraval-president-national-du-secours-catholique,2001-01-10/2001-01-10
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135354&s='lL6wl',Cité Saint-Pierre,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135354; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/cite-saint-pierre,1993-01-01/1993-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136189&s='lL6wl',SIC - Campanha Cáritas 10 Milhões de Estrelas Carvalho Rodrigues,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136189; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sic-campanha-caritas-10-milhoes-de-estrelas-carvalho-rodrigues,2005-01-01/2005-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136185&s='lL6wl',RTP - Campanha Cáritas 10 Milhões de Estrelas Carmen Dolores,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136185; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/rtp-campanha-caritas-10-milhoes-de-estrelas-carmen-dolores,2005-01-01/2005-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136192&s='lL6wl',SIC - Spot Cáritas Portuguesa [10 Milhões de Estrelas 2006],vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136192; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sic-spot-caritas-portuguesa-10-milhoes-de-estrelas-2006,2006-01-01/2006-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136191&s='lL6wl',TVI - Campanha Cáritas 10 Milhões de Estrelas Carmen Dolores,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136191; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/tvi-campanha-caritas-10-milhoes-de-estrelas-carmen-dolores,2005-01-01/2005-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136241&s='lL6wl',Campanha Cáritas Peru,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136241; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/campanha-caritas-peru-2012,1801-01-01/1900-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136068&s='lL6wl',SIC - Dia Cáritas,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136068; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sic-dia-caritas,1801-01-01/1900-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136134&s='lL6wl',SIC - Spot Cáritas Braga da Cruz,vídeo,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136134; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sic-spot-caritas-braga-da-cruz,2004-12-04/2004-12-04
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136288&s='uIW55',G.B. Bell & Howell: lacing practice film,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136288; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/g-b-bell-howell-lacing-practice-film,1960-01-01/1960-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_98368&s='uIW55',Monumento a Cristo Rei. Filme fixo,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_98368; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/monumento-cristo-rei-filme-fixo,1959-03-31/1959-03-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136965&s='uIW55',[Cáritas / PRODAC],filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136965; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-prodac,1968-01-01/1968-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136966&s='uIW55',[Cáritas / PRODAC],filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136966; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-prodac-2,1968-01-01/1968-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136967&s='uIW55',[Cáritas / PRODAC],filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136967; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-prodac-3,1968-01-01/1968-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136968&s='uIW55',[Cáritas / PRODAC],filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136968; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-4,1968-01-01/1968-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_126984&s='uIW55',"Palestra proferida por Abel Varzim acerca do filme Humberto D, de Vittorio de Sica",filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_126984; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/palestra-proferida-por-abel-varzim-acerca-do-filme-humberto-d-de-vittorio-de-sica,1955-01-01/1955-12-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMAP%3A581427&s='uIW55',"Texto ""O meu protesto contra o filme Camões""",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMAP:581427; fonte agregada: Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães; registro original: https://archeevo.amap.pt/descriptions/581427; descrição: Análise ao filme ""Camões"" de Leitão de Barros.",1946-01-01/1946-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMAP%3A579036&s='uIW55',"Artigo de jornal: ""O Filme de Bocage""",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMAP:579036; fonte agregada: Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães; registro original: https://archeevo.amap.pt/descriptions/579036; descrição: Resposta de Alfredo Pimenta a Leitão de Barros relacionada com as criticas ao filme ""Bocage"".",1936-01-01/1936-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Vila Franca de Xira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FMVFX-MNR%3A302060&s='uIW55',Cerromaior ( filme ),filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/MVFX-MNR:302060; fonte agregada: Câmara Municipal de Vila Franca de Xira; registro original: https://arquivo.cm-vfxira.pt/details?id=302060; descrição: Um filme de Luís Filipe Rocha baseado na obra de Manuel da Fonseca, ""Cerromaior"". O cartaz encontra-se armazenado, fora da caixa devido às suas dimensões.",
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_82915&s='uIW55',Bilhete-postal de [Luís Fernando de Carvalho] Dias para Guilherme Braga da Cruz,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_82915; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/bilhete-postal-de-luis-fernando-de-carvalho-dias-para-guilherme-braga-da-cruz,1954-12-06/1954-12-06
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136278&s='uIW55',Apelo da Cáritas ao Povo Português,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136278; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/apelo-da-caritas-ao-povo-portugues,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Vila Franca de Xira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FMVFX-MNR%3A227571&s='uIW55',"""Veredas"" [ Filme ]",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/MVFX-MNR:227571; fonte agregada: Câmara Municipal de Vila Franca de Xira; registro original: https://arquivo.cm-vfxira.pt/details?id=227571; descrição: O filme foi construído a partir da história de ""Branca-Flor"", extraída de versões compiladas por Carlos de Oliveira e José Gomes Ferreira e incluídas nos ""Contos Tradicionais Portugueses""O Diário",1978-05-27/1978-05-27
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136286&s='uIW55',Sleepy Heads,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136286; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sleepy-heads,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMAP%3A755369&s='uIW55',"Notícia do ""Jornal de Notícias"": "" Filme sobre Rio de Couros é libelo contra a poluição""",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMAP:755369; fonte agregada: Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães; registro original: https://archeevo.amap.pt/descriptions/755369; descrição: A exibição do filme ""Rio de Couros"" no salão nobre da Sociedade Martins Sarmento.",1986-01-01/1986-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Sintra,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMSNT%3A34917&s='uIW55',"Programa do filme ""Melodias Fantásticas"".",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMSNT:34917; fonte agregada: Câmara Municipal de Sintra; registro original: http://arquivoonline.cm-sintra.pt/details?id=34917; descrição: Divulga, também, matiné com o filme ""A Ilha das Focas"".",1952-06-11/1952-06-11
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Sintra,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMSNT%3A34670&s='uIW55',Programa do filme Os dedos da Morte.,filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMSNT:34670; fonte agregada: Câmara Municipal de Sintra; registro original: http://arquivoonline.cm-sintra.pt/details?id=34670; descrição: Programa do filme Divulga, também, matiné infantil",1951-05-05/1951-05-05
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Sintra,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMSNT%3A34905&s='uIW55',"Programa do filme ""Paixão de Toureiro"".",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMSNT:34905; fonte agregada: Câmara Municipal de Sintra; registro original: http://arquivoonline.cm-sintra.pt/details?id=34905; descrição: Divulga, também, o filme ""Capitão Fúria"".",1952-05-17/1952-05-17
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Oliveira de Azeméis,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Aarquivodigital.cm-oaz.pt%3Acmoaz_20019&s='uIW55',Exibição do filme do Grupo Folclórico de Cidacos na televisão 1983 (titulo atribuído),filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:arquivodigital.cm-oaz.pt:cmoaz_20019; fonte agregada: Câmara Municipal de Oliveira de Azeméis; registro original: https://arquivodigital.cm-oaz.pt/exibi-o-do-filme-do-grupo-folcl-rico-de-cidacos-na-televis-o-1983-titulo-atribu-do,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136281&s='uIW55',A ânsia da liberdade e Pica Pau na Praia,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136281; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/a-ansia-da-liberdade-e-pica-pau-na-praia,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136275&s='uIW55',El milagro del agua,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136275; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/el-milagro-del-agua,1960-01-01/1960-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Universidade do Porto,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Arepositorio-tematico.up.pt%3A10405%2F34201&s='uIW55',Arquitectura de Siza registada em filme,filme,registro descritivo com ligação à fonte original detectada; registro PPA oai:repositorio-tematico.up.pt:10405/34201; fonte agregada: Universidade do Porto; registro original: http://hdl.handle.net/10405/34201,1993-01-01/1993-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Vila Franca de Xira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FMVFX-MNR%3A228783&s='uIW55',"""Veredas"" Estreou [ Filme ]",filme,"registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/MVFX-MNR:228783; fonte agregada: Câmara Municipal de Vila Franca de Xira; registro original: https://arquivo.cm-vfxira.pt/details?id=228783; descrição: O filme foi construído a partir da história de ""Branca-Flor"", extraída de versões compiladas por Carlos de Oliveira e José Gomes Ferreira e incluídas nos ""Contos Tradicionais Portugueses""O Diário",1978-05-20/1978-05-20
