institution,slug,country,continent,repository_code,archive_type,filmarchiv_austria_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_031hmVfMo55nDPhb5HKzBq,Mehr Rechte für Frauen! Enquete in der Wiener Hofburg,Historische Filmdokumente; país: Österreich; ano: 1980; produção: Austria Wochenschau,"Ab 1979 war Johanna Dohnal in der Regierung Bruno Kreisky IV Staatssekretärin für Frauenfragen, Ende 1980 initiierte sie in der Wiener Hofburg die bereits dritte Frauen-Enquete zur Stärkung emanzipatorischer Entwicklungen. Die politischen Handlungsfelder reichten von der Verankerung eines modernen Frauenbildes im Schulunterricht über die adäquate mediale Repräsentation von Frauen bis zur Bearbeitung konservativer Gesellschaftsbereiche wie etwa der Landwirtschaft. Im Jänner 1991 wurde Johanna Dohnal in der Regierung Vranitzky III zur ersten Frauenministerin Österreichs ernannt. | título original: FRAUENENQUETE: Beruf und Familie abseits vom Klischee (Austria Wochenschau 50/1980) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1980
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_033NsbxZ8mhNSpeI6ojtD4,Operation Hydra,Filmgeschichte Österreich; país: Österreich; ano: 1980; direção: Antonis Lepeniotis; produção: EDOS-Film,"1980 inszenierte Antonis Lepeniotis, einer der wichtigsten Wegbereiter des neuen österreichischen Kinos, seinen letzten Spielfilm. OPERATION HYDRA ist ein politisches Melodram und ein Spionagethriller, wahrlich eine Hydra mit diversen Janusköpfen und zumindest einem Zerberushals. Will sagen: ein Film, der so absolut alles sein will, einen so derartig weiten Spagat versucht, dass es ihn zerreißt. Die »Operation Hydra« war ein britisches Täuschungsmanöver, bei dem die RAF so tat, als wolle sie Berlin bombardieren, dabei war Peenemünde das wahre Ziel. Der Film springt zwischen den 1940ern und 1970ern hin und her, schicksalsschwer, vorahnungsvoll, erzählt von den Verstrickungen der Wirtschaft in die Nazi-Machenschaften, vom Holocaust und von den Versuchen, mit diesen Geschichten fertigzuwerden, als Agenten-Abenteuerfilm mit offensiv vorgetragenem ethischen Anspruch, als ironisches Spiel mit den Genre-Topoi, das es politisch todernst meint. | título original: Operation Hydra | categoria Filmarchiv ON: Filmgeschichte Österreich | elenco/participantes: Anne Stegmann, Paola Loew, Peter Wolsdorff, Robert Dietl, Peter Hey, Ilse Hanel, Erik Frey, Curth A. Tichy, Harald Harth | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | disponibilidade temporal declarada até 16.7.2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1980
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_03317Mrd30XucS1NPjMdrs,Spatenstich für das General Motors Werk in Wien-Aspern,Historische Filmdokumente; país: Österreich; ano: 1980; produção: Austria Wochenschau,"Am 5. Mai 1980 nahm Bundeskanzler Kreisky die Grundsteinlegung für das General Motors Werk in Wien-Aspern vor, das Projekt galt als Meilenstein der österreichischen Industriegeschichte und sollte neben Arbeitsplätzen auch die heimische Zulieferindustrie stärken. Im August 1982 startete die Produktion von Motoren und Getrieben mit 1600 Mitarbeiter:innen. Ein Jahr später waren bereits 2200 Beschäftigte in Aspern tätig, in den 1990er-Jahren sollten es bis zu 2800 sein. Noch 2011 verließen über 1,5 Millionen Motoren und Getriebe die Fließbänder der riesigen, einen Kilometer langen Werkshalle; gegen Ende der 2010er-Jahre wurde die Produktion allerdings schrittweise zurückgefahren und Personal abgebaut. Im Juli 2024 erfolgte schließlich die Einstellung des Opel-Werkes in Aspern und der Abbau der Maschinen. | título original: Aspern bei Wien: Start für das General-Motors-Werk (Austria Wochenschau 20/1980) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1980
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zpIPSPkDOIuLCOkDs9Zd,Staatsvertrag-Memorial mit Bruno Kreisky in Bad Vöslau,Historische Filmdokumente; país: Österreich; ano: 1980,"Nach den erfolgreichen Staatsvertrags-Verhandlungen in Moskau landete die österreichische Regierung am 15. April 1955 am Flughafen Bad Vöslau. Mit dabei war damals auch Bruno Kreisky als Staatssekretär im Außenministerium. 25 Jahre später besuchte Kreisky – seit 1970 österreichischer Bundeskanzler – Bad Vöslau und nahm an den Jubiläumsfeierlichkeiten teil. Ein Filmamateur dokumentierte dieses Ereignis in einer liebevoll gestalteten Tonfilm-Reportage. | título original: 25 Jahre Staatsvertrag am 15.4.1980 | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1980
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_0336mCG5MRtkaAVVIBBwGu,Wiener Festwochen alternativ,Historische Filmdokumente; país: Österreich; ano: 1980; produção: Austria Wochenschau,"Als gegenkulturelles Programm zu den Wiener Festwochen veranstalteten rund 30 alternative Gruppen vom 23. Mai bis 15. Juni 1980 die »Wiener Festwochen alternativ«. Das Museum des 20. Jahrhunderts firmierte zum »80er-Haus« und Festivalzentrum; am Wiener Reumannplatz im traditionellen Arbeiterbezirk Favoriten eröffnete die Homosexuellen-Initiative (HOSI) einen Info-Stand und über die ganze Stadt verteilt gab es improvisierte Kunstaktionen als Statement für eine zivilgesellschaftlich organisierte Basiskultur im öffentlichen Raum. Der Verein Medienzentren (heute Medienwerkstatt Wien) dokumentierte die Aktionen mit dem partizipativen Videoprojekt »Volks stöhnende Knochenschau« und initiierte damit in Wien ein erstes alternatives Medienprojekt zur Stärkung der Gegenöffentlichkeit. | título original: 80er Haus: Wr. Festwochen Alternativ (Austria Wochenschau 25/1980) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1980
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_030PBkUpPoabkCXj8LQYBl,Das letzte Bergwerk im Burgenland,Historische Filmdokumente; país: Österreich; ano: 1979,"Im Gebiet rund um das südburgenländische Stadtschlaining wurde seit dem 15. Jahrhundert Bergbau betrieben. Ab 1770 stand in Stadtschlaining ein Antimonbergwerk in Betrieb. Das dabei gewonnene, in der Natur nur selten vorkommende, silberweiß glänzende Halbmetall fand sowohl in der Industrie als auch in der Medizin Verwendung. Diese Ende der 1970er-Jahre entstandene Amateurfilm-Reportage zeigt den Arbeitsalltag des letzten burgenländischen Bergwerks, das 1991 endgültig geschlossen werden sollte. | título original: Die Kumpel im Bergwerk Schlaining | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1979
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032l7NZetYRcbLrCmLIUI5,Der letzte Kuhbauer von Staatz im Weinviertel,Historische Filmdokumente; país: Österreich; ano: 1979,"»Kein Gendarm winkt ihn zum Rand, Strafmandat ist unbekannt, keine Hupe, kein Motor dröhnet schmerzlich dir ins Ohr, keine Umwelt wird verschmutzt, wird er noch so viel benutzt«, mit diesem Reim führte der Poysdorfer Amateurfilmer Emmerich Ebinger seine Dokumentation über einen der letzten Kuhbauern im Bezirk Mistelbach ein. In Neudorf bei Staatz fand Ebinger Sebastian Kreuz, genannt »Kreuz-Wastl«, der mit bewundernswertem Eigensinn den Traktor verweigerte und die Langsamkeit eines Kuh-Fuhrwerkes zelebrierte. »Man muss heute die Leute mehr bewundern, die es nicht gnädig haben, als diejenigen, die es immer gnädig haben«, kommentierte Ebinger die Szenerie in einer für das Jahr 1979 durchaus bemerkenswerten Zivilisationskritik. | título original: Wagner Kreuzwastl Landwirtschaftstechnik | categoria Filmarchiv ON: Historische Filmdokumente | fonte: File, Sammlung Filmarchiv Austria | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1979
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_030tPktCHq9QxpGoYVxFcn,Brandgefährlich: Löschversuche an Nitrofilmen in Laxenburg,Historische Filmdokumente; país: Österreich; ano: 1978; produção: Bundesstaatliche Hauptstelle für Lichtbild und Bildungsfilm,"Von den Pionierjahren Ende des 19. Jahrhunderts bis Mitte der 1950er-Jahre verwendete man in der professionellen Filmproduktion sogenanntes Nitrofilm-Material. Die 35 Millimeter breiten Filmstreifen wurden aus Nitrozellulose, umgangssprachlich auch Schießbaumwolle genannt, hergestellt. Dieses leicht brennbare Material ist hochexplosiv und verursachte in der Frühzeit des Kinos immer wieder schwere Brände. Das Filmarchiv Austria hat mit dem Nitrofilmdepot in Laxenburg einen Spezialspeicher für die Erhaltung der historisch besonders wertvollen Nitrofilmsammlung errichtet. Bei einer Temperatur von rund 2 Grad Celsius und einer Luftfeuchtigkeit von rund 40 Prozent werden hier die ältesten Bestände des filmischen Erbes langzeitarchiviert. Wie schwer es ist, brennende Nitrofilme zu löschen, demonstrierte die Feuerwehr bei einem filmisch dokumentierten Testeinsatz 1978 in Laxenburg. | título original: Das Verhalten von Nitrofilmen gegenüber Löschmitteln | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 16-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1978
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_031LOZ7Y6m4FlZpzV81YOu,Energiewende 1978: Volksabstimmung zum AKW Zwentendorf,Historische Filmdokumente; país: Österreich; ano: 1978; produção: Austria Wochenschau,"Bereits am 11. November 1969 wurde von der Bundesregierung Klaus II der Bau eines Kernkraftwerkes in Zwentendorf beschlossen, 1972 erfolgte der Baubeginn unter der Regierung Kreisky. Ab 1975 formierte sich in Österreich eine Anti-Atomkraft-Bewegung. Zwei Jahre später positionierte sich auch die ÖVP gegen das Atomkraftwerk. Als Reaktion auf diese Entwicklungen beschloss die SPÖ die Abhaltung einer Volksabstimmung, es war die erste in der Zweiten Republik. Bei der Zwentendorf-Volksabstimmung am 5. November 1978 stimmte eine knappe Mehrheit von 50,47 Prozent gegen die Inbetriebnahme des bereits fertiggestellten Kernkraftwerkes. Dieser Volksentscheid wurde zu einem initialen Impuls für die Gründung der Umweltbewegung in Österreich. | título original: Abstimmung Zwentendorf: Das ""NEIN"" kam überraschend (Austria Wochenschau 46/1978) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1978
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zdu9qvN125Y7CdgzyqJR,Maibaum-Aufstellen in Niederösterreich,Historische Filmdokumente; país: Österreich; ano: 1978,"Im Stil einer lokalen Wochenschau berichtet dieser Amateurfilm über das Maibaumsetzen in Krummnußbaum an der Donau. Wie am Land üblich, organisiert die Freiwillige Feuerwehr die Aufstellung des Maibaumes samt dem zugehörigen Volksfest. Die Gewinnerin der anschließenden Verlosung erhält den Maibaum und damit Brennholz für den nächsten Winter. Bemerkenswert ist die im Amateurfilm eher seltene Verwendung einer Tonspur, die zur authentischen Atmosphäre dieser charmanten Lokalaufnahme beiträgt. | título original: Gemeinde Krummnussbaum | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1978
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zXd8T6ggO5mIklZnppEj,Die Kernfrage – Promotion für die Atomkraft,Historische Filmdokumente; país: Österreich; ano: 1977,"Der Bau des Kernkraftwerkes Zwentendorf begann 1972 unter der Regierung Kreisky. Ab 1975 formierte sich in Österreich eine Anti-Atomkraft-Bewegung. Zwei Jahre später positionierte sich auch die ÖVP gegen das Atomkraftwerk. Als Reaktion auf diese Entwicklungen beschloss die SPÖ die Abhaltung einer Volksabstimmung. Dieser Pro-Atomenergie-Werbefilm preist die Vorzüge der Kernkraft an und versuchte, die Ängste und Einwände zu verharmlosen. Bei der Zwentendorf-Volksabstimmung am 5. November 1978 stimmte dann eine knappe Mehrheit von 50,5 Prozent gegen das Atomkraftwerk. | título original: Die Kernfrage - Kernenergie - Frage Energie - Die Neue Energie Für Österreich | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 16-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2023 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1977
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zGW5t0MaIrqVCw4lgz1b,Kreisky und die Bauern,Historische Filmdokumente; país: Österreich; ano: 1977; produção: Austria Wochenschau,"Eines der wichtigsten Ziele der Regierung Kreisky war es, Brückenschläge zum bürgerlichen Lager zu initiieren. Dazu setzte der Bundeskanzler auf Kooperationen mit der katholischen Kirche und auch mit der Landwirtschaft. In dieser von der Austria Wochenschau dokumentierten programmatischen Rede betonte Kreisky 1977 die Bedeutung der Nebenerwerbsbauern, die auch als Arbeiter für die Industrie zur Verfügung stünden. | título original: BAUER UND BETRIEB: Großveranstaltung in Wien (Austria Wochenschau 11/1977) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1977
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_031u84wmmCsNqh2hPjAuVV,St. Anton am Arlberg auf Japanisch,Historische Filmdokumente; país: Österreich; ano: 1977,"Als echtes Kuriosum kann dieser japanische Tourismusfilm über die Winter-Hochsaison in St. Anton am Arlberg gelten. Der Film dokumentiert nicht nur den in der Gemeinde gastierenden internationalen Skizirkus, sondern porträtiert auch das Leben hinter den Kulissen der berühmten Wintersportdestination. Dabei besuchte das fernöstliche Filmteam einige Geschäfte im Ort, einen der wenigen noch existierenden Bauernhöfe und die örtliche Schule. Ganz beiläufig kommen auch die Skistars von damals Karl Schranz, Ingemar Stenmark und Franz Klammer ins Bild. | título original: Arlberg | categoria Filmarchiv ON: Historische Filmdokumente | fonte: Masterband, Sammlung Filmarchiv Austria | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1977
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zGWA5zfQHJFhWNfIheLz,Untergehende Bauernwelt im Weinviertel,Historische Filmdokumente; país: Österreich; ano: 1977; produção: Emmerich Ebinger,"1977 setzte der Poysdorfer Amateurfilmer Emmerich Ebinger der damals schon untergehenden alten Bauernwelt im Weinviertel ein kleines Denkmal in Bild und Ton. Ebinger dokumentierte die traditionellen Arbeiten der Körndlbauern, zum Einsatz kamen noch Pferde und händisch betriebene, bäuerliche Geräte. Kommentiert wurde diese Perle des Amateurfilms von den Bauern der Region selbst im originalen Weinviertler Dialekt. | título original: Landwirtschaftliche Arbeiten des Körndlbauern | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv, Sammlung Emmerich Ebinger | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1977
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_0315O1PdNGU0x5IVlGejvm,»Minderheit«: Musikvideo von Wolfgang Ambros,Historische Filmdokumente; país: Österreich; ano: 1977; produção: Austria Wochenschau,"Mitte der 1970er-Jahre stand Wolfgang Ambros am Zenit seiner Karriere. Nach seinem Erfolgsalbum Es lebe der Zentralfriedhof (1975) und der Doppel-LP 19 Class a Numbers (1976) brachte er 1977 das von Christian Kolonovits produzierte, düstere Album Hoffnungslos heraus. Die Platte fand zunächst eher wenig Beachtung, heute zählt sie zu den großen Klassikern des Austropop-Pioniers. Zum melancholischen Song »Minderheit« erschien ein poetischer Musikclip, mit einer Drehorgel wurde die Wiener Hinterhof-Romantik beschworen. | título original: Wolfgang Ambros singt MINDERHEIT (Austria Wochenschau 44/1977) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1977
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_033ORsMPYmueq9qcnpu62H,Arena-Besetzung,Historische Filmdokumente; país: Österreich; ano: 1976,"Die Besetzung der Wiener Arena im Juni 1976 war der bis dato bedeutendste zivilgesellschaftliche Protest in der österreichischen Geschichte. Bereits 1970 etablierten die Wiener Festwochen die alternative Veranstaltungsschiene Arena, 1975 gastierte man damit erstmals im Auslandsschlachthof St. Marx, der von der Stadt Wien bereits zum Abriss und Verkauf bestimmt war. Nach einem neuerlichen Gastspiel der Wiener Festwochen 1976 besetzten die Besucher:innen ab dem 27. Juni das Areal und forderten statt dem Abriss die Einrichtung eines selbstverwalteten Kulturzentrums. Der Sommer 1976 in der Arena wurde oft als verspätetes »1968er-Ereignis« bezeichnet, Künstler:innen und Intellektuelle entwarfen mit verschiedenen sozialen und kulturellen Projekten eine Stadtutopie, die am 12. Oktober ein jähes Ende fand. Nach der Schleifung des Auslandsschlachthofes fand die Szene im benachbarten Inlandsschlachthof ein neues Quartier, das unter dem Namen Arena bis heute als Kultur- und Veranstaltungszentrum betrieben wird. Helmut Pflügl, ehemaliger Mitarbeiter des Filmarchiv Austria, dokumentierte 1976 mit seiner Super-8-Kamera Impressionen der Arena-Besetzung, die zur Keimzelle einer kulturellen Gegenöffentlichkeit in Wien wurde. | título original: Arena 76 (Ausschnitte) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: Masterband, Sammlung Filmarchiv Austria | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1976
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032axaRuy3rnjcNvK7dGJt,Der Jazz-Heurige in Grinzing,Historische Filmdokumente; país: Österreich; ano: 1976; produção: Austria Wochenschau,"1974 eröffnete Martha Margit Butbul, bekannt geworden als Jazz Gitti, in der Grinzinger Probusgasse den »1. Wiener Jazz-Heurigen«. Die Künstlerin griff damals auch immer wieder selbst zum Mikrofon und startete damit ihre Karriere als Musikerin. Später eröffnete sie »Gittis Jazzclub« am Bauernmarkt, 1980 wurde ein Folgelokal auf der Seilerstätte in Betrieb genommen. Anfang der 1980er-Jahre kooperierte die Jazz Gitti mit der anarchistischen Wiener Rockband Drahdiwaberl, bevor sie mit eigenen Musikprojekten reüssierte. Mit ihrer Debütplatte »A Wunda« landete sie 1990 auf Platz eins der österreichischen Album-Charts. | título original: Wien: Wein, Weib und Jazz beim Heurigen (Austria Wochenschau 10/1976) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1976
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_033NsORXkxreixBr28yPey,Jugend in Wien-Simmering,Historische Filmdokumente; país: Österreich; ano: 1976,"1976 produzierten Besucher:innen des Simmeringer Jugendzentrums Pantucekgasse dieses bemerkenswerte filmische Selbstzeugnis, das ganz beiläufig die dokumentarische Kraft des Amateurfilms belegt. Peter Putz, der damals selbst in verschiedenen Wiener Jugendzentren arbeitete, motivierte die Jugendlichen, ihr Freizeitleben filmisch zu porträtieren, dazu stellte er ihnen seine Normal-8-Kamera zur Verfügung. Nach einer mit Jump Cuts gedrehten Vorstellungsrunde entwickelt sich auf den Simmeringer Straßen ein rasantes Roadmovie im besten Sinne des Wortes. Die Jugendlichen demonstrieren ihre Moped-Künste, manchmal ist die Kamera bei den Ausritten auch direkt an Bord. Der kongeniale Soundtrack zu dieser visuellen Symphonie auf die Simmeringer Jugendkultur der 1970er-Jahre stammt von Helmut Stadlmann. Rechte: Peter Putz, Das Ewige Archiv | título original: Jugendzentrum Simmering | categoria Filmarchiv ON: Historische Filmdokumente | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1976
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032IclCHtVfhAYH97ZUGR1,Olympia-Triumph im Skispringen auf dem Bergisel,Historische Filmdokumente; país: Österreich; ano: 1976; produção: Austria Wochenschau,"Mit neuen Trainingsmethoden führte Baldur Preiml die österreichischen Skispringer an die Weltspitze, bei den Olympischen Winterspielen in Innsbruck zählten sie neben den Athleten aus der DDR zu den Favoriten. Nach dem ersten Durchgang lag der erst 17-jährige Vorarlberger Toni Innauer in Führung, im Finale konnte ihn der Kärntner Karl Schnabl noch überflügeln und holte Gold; der als »Wunderkind« gehandelte Innauer musste sich mit Silber begnügen. Die ersten acht Plätze gingen ausschließlich an Skispringer aus Österreich und der DDR. | título original: OLYMPIADE 1976: Um die letzte Goldene streiten sich Preimls ""junge Adler"" (Austria Wochenschau 08/1976) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1976
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032BHCpndJEH5DvOpsLUgA,Olympische Winterspiele 1976: Abfahrt der Herren,Historische Filmdokumente; país: Österreich; ano: 1976; produção: Austria Wochenschau,"Der am 3. Dezember 1953 als Sohn einer Kärntner Bergbauernfamilie geborene Franz Klammer stieg Anfang der 1970er-Jahre in den Skiweltcup ein und dominierte ab Ende 1974 die Abfahrtsbewerbe. Als Seriensieger und großer Favorit ging Franz Klammer am 5. Februar 1976 vor 60.000 Zuschauern bei der Olympia-Abfahrt in Innsbruck an den Start. Klammer hielt dem enormen Erwartungsdruck stand und gewann mit Startnummer 15 trotz schlechter werdender Piste und Rückstand im oberen Streckenteil dieses Rennen, das sich in das kollektive Landesgedächtnis eingeschrieben hat. Der Bericht der AUSTRIA WOCHENSCHAU zeigt die legendäre Siegesfahrt, wobei die noch mit 35-mm-Kameras in Schwarzweiß gefilmten Kinobilder im Vergleich zu den live gesendeten Farbaufnahmen des Fernsehens wohl auch damals schon etwas anachronistisch anmuteten. | título original: OLYMPIADE 1976: Herren-Abfahrt - Klammer Gold (Austria Wochenschau 07/1976) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1976
