institution,slug,country,continent,repository_code,archive_type,estonian_film_archive_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/goRR15_yAWa,Autumn,Feature film; Comedy; Arvo Kruusement,"The young people that we know from the films ""Spring"" and ""Summer"" have grown up and become upstanding farmers and members of society in the post-war independent Estonia. Only tailor Kiir has not found a wife yet. Fortunately, two young women of appropriate age for marriage move to Paunvere and this will encourage Kiir's marriage plans. His marriage proposal and marriage will be adventurous, full of comedy, intrigues and happiness. | Based on stories ""Everyday"" and ""Autumn"" by Oskar Luts. | tipo de filme: Feature film | gênero: Comedy | direção: Arvo Kruusement | ano: 1990 | duração: 01:24:39 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10793&q=s%C3%BCgis&i=&l=; Eesti Filmi Andmebaas: https://www.efis.ee/et/filmiliigid/film/id/820 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/_ENSgOfK2lM,Georg Otsa muusikapäevad 1990,Documentary; Nikolai Šarubin,"Georg Otsa VI muusikapäevad toimusid 15.–25.03.1990 Tallinnas. Festivalil osales arvukalt väliskülalisi, toimusid, solistide ja laulutudengite seminarid, loengud, konkursid, kontserdid, näitused ja Estonia teatri etendused. | tipo de filme: Documentary | direção: Nikolai Šarubin | ano: 1990 | duração: 26:38 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=15735&q=Georg+Otsa+muusikap%C3%A4evad&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2529 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/UZ0zFqr406Q,Ja eestlased said rõõmsaks,Documentary; Heini Drui,Võitlus Amandus Adamsoni loodud Vabadussõja mälestussamba Lembit taasavamise ümber Suure-Jaanis. Kaasaegsed meenutavad kuju lõhkumist 1941. ja 1949. aastal ja Lembitu leidmist ühest laost 1950-ndatel. Rahvakoosolek ja EKP vastuseis kuju avamisele. Muinsuskaitsjate ja kiriku osatähtsus skulptuuri taastamisel. Fotod mälestuskivi pidulikust avamisest. Filmi pealkirjaks on tsitaat 1217. aastal toimunud Madisepäeva lahingu kirjeldusest Henriku Liivimaa kroonikast (1224–1227). | tipo de filme: Documentary | direção: Heini Drui | ano: 1990 | duração: 19:39 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9680&q=Ja+eestlased+said+r%C3%B5%C3%B5msaks&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2815/ | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/HY3MwHXFPrk,Kaalukas panus,Documentary; Mart Taevere,"Tagasivaade aastatele 1978–1988, mil eesotsas Karl Vainoga viidi Eestis ellu sihikindlat, hästi kavandatud ja juhitud genotsiidipoliitikat. Karl Vaino on (sünd 28. mail 1923 Tomskis NSV Liidus) on endine Eesti NSV poliitik ja parteitegelane, Eestimaa Kommunistliku Partei eelviimane esimene sekretär. Kümne aastaga saavutati Eestis tema juhtimisel ennenägematu industrialiseerimine, käivitus ohjeldamatu migratsioonilaine, venestamispoliitika ja loodusvarade raiskamine. | tipo de filme: Documentary | direção: Mart Taevere | ano: 1990 | duração: 30:33 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9669&q=kaalukas+panus&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2957 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/IoMzWriATPF,Kangelastegu on vene keeles Podvig,Documentary; Peeter Tooming,"On 1990. aasta, Eestimaal asuvad nõukogude väed mälestavad Suure Isamaasõja võidu aastapäeval oma kangelasi, jutustades lugu Aleksandr Matrossovist, kelle nimeline mälestusmuuseum asub Tondil. Perestroika tuules punaarmeelaste lahkumist oodates ja lootes valmistub Tori Muinsuskaitse Selts kokku kutsuma kõiki Eesti eest võidelnud sõjamehi (metsavendi, leegionäre). Kes siis on tõelised kangelased, Eesti eest võidelnud mehed? | tipo de filme: Documentary | direção: Peeter Tooming | ano: 1990 | duração: 19:30 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9681&q=Kangelastegu+on+vene+keeles+Podvig&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/3039 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/BbR7ZOYjd6Y,Kodupinnale tulek. Kalju Lepik 70,Documentary; Portrait; Peep Puks,"Eestis 1989. aastal ilmunud sarja “Vanad viisid” eest pälvib Juhan Liivi luuleauhinna Rootsis elav väliseestlasest kirjanik Kalju Lepik. Tulles auhinda vastu võtma Juhan Liivi sünnikohas Alatskivil, külastab ta sünnimaad esmakordselt ligi poolesaja aastase eemaloleku järel. Lepik käib oma poisi- ja noorepõlvepaikades Koerus ja kohtub esimest korda pärast pikka lahusolekut emaga. Taustaks kõlab Kalju Lepiku luule autori esituses. | tipo de filme: Documentary | gênero: Portrait | direção: Peep Puks | ano: 1990 | duração: 21:04 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9682&q=Kodupinnale+tulek&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/3256 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/4vJbvozbOid,Nukud Nõukogude Liidust,Advertising film; Kalju Kivi,"Laps magab, unes elustuvad nukud, kes liiguvad ja tantsivad. Lõpus selgub, et Nõukogude Liidus toodetud nukke ekspordib Avtoexport. | tipo de filme: Advertising film | direção: Kalju Kivi | ano: 1990 | duração: 00:51 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=8089&q=3297&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/4409 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ig-Ye4f2ReG,Regina,Feature film; Melodrama; Kaljo Kiisk,"Aimée Beekman’s cult novel “Option to Choose” (1978) becomes “Regina”, whose titular heroine is an intriguing contradiction: a poised blend of femme fatale and warm mother figure. When a long relationship collapses and she inherits a small-town house, Regina takes charge and sets about building a family – on her own terms. Her cool, pragmatic method – a kind of low-tech biohack – ruffled feathers both in the late-Soviet stagnation years and during the Singing Revolution, exposing the period’s stubborn patriarchal undercurrents. | tipo de filme: Feature film | gênero: Melodrama | direção: Kaljo Kiisk | ano: 1990 | duração: 01:46:44 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/film/view?id=10196&q=regina; Eesti filmi andmebaas: https://www.efis.ee/film/910 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/yRU90aoY_NA,Sister of Mercy,Feature film; Drama; Arvo Iho,"A young man is taken to a small town hospital after a suicide attempt. Rita is a beautiful Russian nurse taking care of him. In order to restore the young man's vitality, self-confidence and virility, the nurse spends a night full of tenderness and love with him. Rita's colleagues start teasing her. Yet, there is someone who considers Rita to be the source for the evil and takes action. Rita accepts her fate but the avenger becomes more brutal every time. | tipo de filme: Feature film | gênero: Drama | direção: Arvo Iho | ano: 1990 | duração: 01:34:17 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10810&q=ainult+hulludele+ehk+halastaja%C3%B5de&i=&l=; Eesti Filmi Andmebaas: https://www.efis.ee/et/filmiliigid/film/id/850 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/cs5IMzUn2Zq,Three Jolly Fellows,Animated film; Hand-drawn animation; Avo Paistik,"An experienced and worldly Mossbeard, a cheerful and active Muffie and unpractical professor Halfshoe get to know one another while queueing up for ice-cream. They are all lonely: Muffie sends letter to himself, Halfshoes only companion is a little mouse. They decide to go on a journey together. The city is plagued by an army of homeless cats. By using Halfshoes mouse as a bait the cats are led to the forest and imprisoned on a lonely island. | Eno Raua lasteraamatu ""Naksitrallid"" motiividel. | tipo de filme: Animated film | gênero: Hand-drawn animation | direção: Avo Paistik | ano: 1990 | duração: 59:13 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 1.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10445&q=Naksitrallid&i=&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/4320 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1990
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/XbWcYFw1Soy,30 aastat hiljem,Documentary; Portrait; Jaak Lõhmus,"Rahvusvaheliselt tuntud dissident ja vabadusvõitleja Mart Niklus (1934) oli NSV Liidu meelsusvang aastatel 1958–1966, 1976 ja 1980–1988. Filmis räägib ta esitatud süüdistustest, elust sunnitöölaagris ja tulevikumõtetest. Filmis on kasutatud ENSV Filmi-, Foto- ja Fonodokumentide Riikliku Keskarhiivi ning NSV Liidu Filmi- ja Fonodokumentide Riikliku Keskarhiivi materjale. | tipo de filme: Documentary | gênero: Portrait | direção: Jaak Lõhmus | ano: 1989 | duração: 26:34 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9647&q=30+aastat+hiljem&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/1641 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ub6WxXc_iEO,Awakening,Feature film; Drama; Jüri Sillart,"It is the night of March 25, 1949. A full moon hangs over Estonia. Endless rows of cattle cars are waiting to transport thousands of Estonian families, asleep in their homes, to Siberia. The Stalinist regime is ready to treat people like animals. | tipo de filme: Feature film | gênero: Drama | direção: Jüri Sillart | ano: 1989 | duração: 01:47:11 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10692&q=%C3%A4ratus&i=&l=; Eesti Filmi Andmebaas: https://www.efis.ee/et/filmiliigid/film/id/806 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/UAoFVJvxGqB,"Cogito, ergo sum",Documentary; Renita Lintrop; Hannes Lintrop,"Vana talumees Karl Peterson elab üksinda oma lagunevas majas inimtühjaks jäänud Uus-Kiislova külas, kus kunagi asus tema õitsev talu. Hoolimata sõjast, küüditamistest, kollektiviseerimisest, rekvireerimisest ja muudest inimsusvastastest tegudest, ei astunud ta kolhoosi. Ei aidanud hirmutamine, vägivald ega vangla. Karl jutustab oma raskest, aga sõltumatust elust ja vaiksest, kuid visast vastupanust nõukogude korrale. | tipo de filme: Documentary | direção: Renita Lintrop, Hannes Lintrop | ano: 1989 | duração: 25:41 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 2.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9632&q=Cogito%2C+ergo+sum&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/1984/ | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/lOAUq8jmr4d,Eesti siseveed,Documentary; Educational film; Heli Speek,"Eesti NSV Riikliku Hariduskomitee tellitud õppefilm Eesti jõgede toiterežiimist, järvede põhitüüpidest ja sisevete ökoloogilisest seisukorrast. Rännak Eesti jõgede ja järvede ääres. Diktoritekst on rikkalikult kaetud poeetiliste katteplaanidega. Kaadrites suuremad ja väiksemad jõed ning järved, kosed, sillad; veekogude äärsed majad, hooned kirikud, kindlused, sadamad; inimesed, loodus, loomad ja veetaimed jpm. | tipo de filme: Documentary, Educational film | direção: Heli Speek | ano: 1989 | duração: 20:25 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9645&q=Eesti+siseveed&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2208/ | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/W_wkCFwFxin,Episoode Tartu kunstnike ja kunsti elust,Documentary; Andres Sööt,"Pole selles pildireas süžeelist arengut, intriigi ega kulminatsiooni, algust ega lõppu. Sestap polekski ta nagu film, vaid tõesti ainult üksikute pildikeste kogum inimestest, kes meist kaugenevad ja lahkuvad jäädavalt. Nii arvab Andres Sööt, kes on tundliku kaameraga dokumenteerinud erineva põlvkonna Tartu kunstnikke looduses ja ateljees, näitustel, koosolekutel ja koosviibimistel. | Filmitud kevadest kevadeni 1985-1989 | tipo de filme: Documentary | direção: Andres Sööt | ano: 1989 | duração: 43:31 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=7245&q=Episoode+Tartu+kunstnike+ja+kunsti+elust&i=f&l=&per-page=25; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/16438 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/ifBIitvhGPk,Internatsionalismi lühikursus,Documentary; Ants Vill,"Poliitilised sündmused Eestis vene keelt kõnelevate inimeste osalusel. Nõukogudemeelse ja Eesti iseseisvuse vastase interliikumise eestvõttel toimusid Tallinnas Linnahalli juures rahvarohked miitingud, kus esinenud sõnavõtjate arvamusavaldused olid jõulised ja vaenulikud põlisrahva suhtes. Arhiivikaadrid Eesti okupeerimisest täiendavad protestivate inimeste meelsust. | tipo de filme: Documentary | direção: Ants Vill | ano: 1989 | duração: 19:11 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9650&q=Internatsionalismi+l%C3%BChikursus&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2779 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/u5Mv3ic9BvR,Johannes Hindist,Documentary; Andres Sööt,"Johannes Hint (20.09.1914–5.09.1985 ) oli eesti tehnikateadlane, tehnikateaduste doktor, kirjanik Aadu Hindi vend. Tema nimel on üle 200 teadustrükise, 62 leiutist, 28 patenti. Tema leiutisi kasutatakse tänini Saksamaal, Austrias, USA-s, Jaapanis, Venemaal. Ometigi suri Johannes Hint 70-aastaselt Tallinna Patarei vanglas. Novembris 1981 vahistati ta fabritseeritud süüdistuste alusel. Sisuliselt poliitilisel protsessil mõisteti ta süüdi mitmesugustes ametialastes kuritarvitustes ja karistati 15-aastase vabadusekaotusega. Tema riiklikud autasud, aunimetus, teaduslikud kraadid ja kutse võeti kohtu taotlusel ära ning kogu tema vara konfiskeeriti. | tipo de filme: Documentary | direção: Andres Sööt | ano: 1989 | duração: 01:19:02 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9628&q=Johannes+Hindist&i=f&l=&per-page=25; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/2856/ | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/D3hjOcjpce0,Jõuluostud Tallinna Kaubamajast,Advertising film,Jõulukingid Tallinna Kaubamajast! | tipo de filme: Advertising film | ano: 1989 | duração: 00:17 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=7797&q=J%C3%B5uluostud+Tallinna+Kaubamajast&i=f&l=#; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/10447 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/xGdWjBXiSY5,Kaubamaja müüja,Advertising film,"Hei, kooperaatorid! Kas teate, et parim paik teie toodangu müügiks on Tallinna kaubamaja? | tipo de filme: Advertising film | ano: 1989 | duração: 00:35 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=7797&q=Kaubamaja+m%C3%BC%C3%BCja&i=f&l=#; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/10450 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9Ws3OBZm8D3,Kaubamaja ostja,Advertising film,Parim paik rõivaostuks on Tallinna Kaubamaja! | tipo de filme: Advertising film | ano: 1989 | duração: 00:30 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=7797&q=Kaubamaja+m%C3%BC%C3%BCja&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/10449 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/IlLp8vi0YVF,Labyrinth,Animated film; Hand-drawn animation; Mati Kütt,"This experimental film, hand-scraped and painted on the film strip, is a unique and expressive vision of a sick society, expressed by the unnatural existence in a labyrinth. The subconsciousness reflects the attack of bureaucrats on the world of the creative and natural Woodpeckerman, on his surroundings and his universe – a bird cage. In the end the image of the human existence is presented in the form of a reversed pyramid. | tipo de filme: Animated film | gênero: Hand-drawn animation | direção: Mati Kütt | ano: 1989 | duração: 08:58 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 1.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=11170&q=Lab%C3%BCrint&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/3577 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/CqexPAFPeX1,Laste jalanõud Tallinna Kaubamajast,Advertising film,Kingad-saapad lapsele ostke Tallinna Kaubamajast! | tipo de filme: Advertising film | ano: 1989 | duração: 00:43 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=7797&q=Laste+jalan%C3%B5ud+Tallinna+Kaubamajast&i=f&l=#; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/10448 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/WNfyK27J2rX,Miss Saaremaa,Documentary; Portrait; Mark Soosaar,"A warm portrait about the adventurous life of Ljuba Hermann, the beauty queen of Saaremaa from 1931. | tipo de filme: Documentary | gênero: Portrait | direção: Mark Soosaar | ano: 1989 | duração: 50:22 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 2.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=9273&q=miss+saaremaa&i=f&l=&per-page=25; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/4165/ | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/kULSIXOCU90,Noblesse oblige,Animated film; Puppet animation; Rao Heidmets,"“Noblesse oblige” balancing on the borderline of the real and the unreal strives to express the monotony of this world, its illusory character, and emphasizes the lack of spirituality in the life based on everyday routine. | tipo de filme: Animated film | gênero: Puppet animation | direção: Rao Heidmets | ano: 1989 | duração: 09:40 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10053&q=Noblesse+Oblige&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/4374 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1989
