institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
"FF 1971, Archiv Geschichte der FF Schule",ff-1971-archiv-geschichte-der-ff-schule,Switzerland,Europe,CH-99999999998,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-99999999998,University and research archives,https://ff1971.ch/en/,True,True
Gosteli-Archiv zur Geschichte schweizerischer Frauenbewegungen,gosteli-archiv-zur-geschichte-schweizerischer-frauenbewegungen,Switzerland,Europe,CH-000924-9,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000924-9,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.gosteli-foundation.ch/en,True,True
"Hochschularchiv der ETH Zürich, ETH-Bibliothek",hochschularchiv-der-eth-z-rich-eth-bibliothek,Switzerland,Europe,CH-001807-7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-001807-7,University and research archives,http://archivdatenbank-online.ethz.ch/,True,True
Kantonsbibliothek Aargau,kantonsbibliothek-aargau,Switzerland,Europe,CH-000425-9,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000425-9,Regional archives,https://www.ag.ch/de/bks/kultur/archiv_bibliothek/kantonsbibliothek/kantonsbibliothek.jsp,True,True
Kantonsbibliothek Appenzell Ausserrhoden (Trogen),kantonsbibliothek-appenzell-ausserrhoden-trogen,Switzerland,Europe,CH-000095-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000095-1,,http://www.ar.ch/kantonsbibliothek,True,True
Kantonsbibliothek Thurgau,kantonsbibliothek-thurgau,Switzerland,Europe,CH-000089-4,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000089-4,Regional archives,http://www.kantonsbibliothek.tg.ch,True,True
Kantonsbibliothek Vadiana St. Gallen,kantonsbibliothek-vadiana-st-gallen,Switzerland,Europe,CH-000009-3,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000009-3,Regional archives,https://www.sg.ch/home/kultur/kantonsbibliothek/sammlungen.html,True,True
Schweizerisches Bundesarchiv Archives fédérales suisses Archivio federale svizzero,schweizerisches-bundesarchiv-archives-f-d-rales-suisses-archivio-federale-svizzero,Switzerland,Europe,CH-000018-2,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000018-2,National archives,http://www.bar.admin.ch,True,True
Schweizerisches Wirtschaftsarchiv (Basel),schweizerisches-wirtschaftsarchiv-basel,Switzerland,Europe,CH-000133-4,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000133-4,Business archives,http://www.wirtschaftsarchiv.ch,True,True
Staatsarchiv St.Gallen,staatsarchiv-st-gallen,Switzerland,Europe,CH-000090-5,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000090-5,Regional archives,https://dls.staatsarchiv.sg.ch/,True,True
Stadtarchiv Chur,stadtarchiv-chur,Switzerland,Europe,CH-001104-7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-001104-7,Municipal archives,http://www.chur.ch/de/politikundverwaltung/organigramm/verwaltung/?amt_id=9107,True,True
Stadtbibliothek Zofingen,stadtbibliothek-zofingen,Switzerland,Europe,CH-000048-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000048-1,,http://www.zofingen.ch...stadtbibliothek.html/50,True,True
Stiftsbibliothek St. Gallen,stiftsbibliothek-st-gallen,Switzerland,Europe,CH-000093-7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000093-7,Church and religious archives,http://www.stibi.ch,True,True
Universitätsbibliothek Basel,universit-tsbibliothek-basel,Switzerland,Europe,CH-000004-7,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000004-7,University and research archives,https://www.ub.unibas.ch/ub-hauptbibliothek/recherche/historischer-bestand/,True,True
Universitätsbibliothek Bern - Bibliothek Münstergasse,universit-tsbibliothek-bern-bibliothek-m-nstergasse,Switzerland,Europe,CH-000011-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000011-1,University and research archives,http://www.unibe.ch/universitaet/dienstleistungen/universitaetsbibliothek/recherche/sondersammlungen,True,True
Universitätsbibliothek Bern - Schweizerische Osteuropabibliothek SOB,universit-tsbibliothek-bern-schweizerische-osteuropabibliothek-sob,Switzerland,Europe,CH-00000032288,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-00000032288,University and research archives,http://www.unibe.ch/ub/sob,True,True
Zentral- und Hochschulbibliothek Luzern,zentral-und-hochschulbibliothek-luzern,Switzerland,Europe,CH-000006-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000006-1,University and research archives,http://www.zhbluzern.ch/index.php?id=942,True,True
Zentralbibliothek Solothurn,zentralbibliothek-solothurn,Switzerland,Europe,CH-000045-X,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000045-X,Regional archives,http://www.zbsolothurn.ch,True,True
Zentralbibliothek Zürich,zentralbibliothek-z-rich,Switzerland,Europe,CH-000008-6,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CH-000008-6,University and research archives,https://www.zb.uzh.ch,True,True
Koç Üniversitesi Suna Kıraç Kütüphanesi,ko-niversitesi-suna-k-ra-k-t-phanesi,Turkey,Asia,TR-00000028922,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=TR-00000028922,University and research archives,https://librarydigitalcollections.ku.edu.tr/en/,True,True
Center for Research on the Liberation Movement,center-for-research-on-the-liberation-movement,Ukraine,Europe,UA-00000032430,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=UA-00000032430,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://cdvr.org.ua/,True,True
State Archival Service of Ukraine,state-archival-service-of-ukraine,Ukraine,Europe,UA-StASoUA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=UA-StASoUA,National archives Regional archives,https://archives.gov.ua/en/,True,True
Aberystwyth University Archives,aberystwyth-university-archives,United Kingdom,Europe,GB-982,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-982,University and research archives,http://www.aber.ac.uk/en/is/collections/archives/,True,True
Ahmed Iqbal Ullah Race Relations Resource Centre,ahmed-iqbal-ullah-race-relations-resource-centre,United Kingdom,Europe,GB-3228,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3228,University and research archives,http://www.racearchive.manchester.ac.uk/about/,True,True
"Alexander Library of Ornithology, University of Oxford",alexander-library-of-ornithology-university-of-oxford,United Kingdom,Europe,GB-480,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-480,University and research archives,http://libguides.bodleian.ox.ac.uk/alexanderlibrary,True,True
Amaravati Buddhist Monastery Archives,amaravati-buddhist-monastery-archives,United Kingdom,Europe,GB-3458,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3458,Church and religious archives,http://www.amaravati.org,True,True
"Amnesty International, International Secretariat",amnesty-international-international-secretariat,United Kingdom,Europe,GB-3125,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3125,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.amnesty.org/en/search/,True,True
Anthony Burgess Foundation Archives,anthony-burgess-foundation-archives,United Kingdom,Europe,GB-3104,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3104,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.anthonyburgess.org,True,True
Archifau Sir Ddinbych Denbighshire Archives,archifau-sir-ddinbych-denbighshire-archives,United Kingdom,Europe,GB-209,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-209,County/local authority archives,https://www.newa.wales/,True,True
Archifau Sir Gaerfyrddin / Carmarthenshire Archives,archifau-sir-gaerfyrddin-carmarthenshire-archives,United Kingdom,Europe,GB-211,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-211,County/local authority archives,https://www.carmarthenshire.gov.wales/home/council-services/libraries-archives/carmarthenshire-archives/visiting-us/#.Yr1UGxXMLIU,True,True
Archifau Ynys Môn/Anglesey Archives,archifau-ynys-m-n-anglesey-archives,United Kingdom,Europe,GB-221,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-221,County/local authority archives,http://www.anglesey.gov.uk/leisure/records-and-archives/,True,True
Architectural Association Archives,architectural-association-archives,United Kingdom,Europe,GB-1968,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1968,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.aaschool.ac.uk/resources/library-and-archives,True,True
"Ashmolean Museum Department of Antiquities, University of Oxford",ashmolean-museum-department-of-antiquities-university-of-oxford,United Kingdom,Europe,GB-1648,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1648,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.ashmolean.org/departments/antiquities/,True,True
Balliol College Historic Collections,balliol-college-historic-collections,United Kingdom,Europe,GB-3107,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3107,University and research archives,http://archives.balliol.ox.ac.uk/,True,True
Archifdy Prifysgol Bangor Bangor University Archives,archifdy-prifysgol-bangor-bangor-university-archives,United Kingdom,Europe,GB-222,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-222,University and research archives,http://www.bangor.ac.uk/archives/,True,True
Barclays Group Archives,barclays-group-archives,United Kingdom,Europe,GB-2044,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2044,Business archives,https://www.archive.barclays.com/,True,True
Barking and Dagenham Archive and Local Studies Centre,barking-and-dagenham-archive-and-local-studies-centre,United Kingdom,Europe,GB-350,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-350,County/local authority archives,https://www.lbbd.gov.uk/local-archive-and-history-information,True,True
"Bill Douglas Cinema Museum, University of Exeter",bill-douglas-cinema-museum-university-of-exeter,United Kingdom,Europe,GB-2869,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2869,University and research archives,http://www.bdcmuseum.org.uk/,True,True
"Birkbeck Library Archives and Special Collections, University of London",birkbeck-library-archives-and-special-collections-university-of-london,United Kingdom,Europe,GB-1832,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1832,University and research archives,http://www.bbk.ac.uk/lib/subguides/generalref/Archives,True,True
Birmingham Archdiocesan Archives,birmingham-archdiocesan-archives,United Kingdom,Europe,GB-1480,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1480,Church and religious archives,http://www.birminghamarchdiocesanarchives.org.uk/index.asp,True,True
Birmingham Archives and Heritage Service,birmingham-archives-and-heritage-service,United Kingdom,Europe,GB-143,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-143,Regional archives,,False,True
"Birmingham City University Arts, Design and Media Archive",birmingham-city-university-arts-design-and-media-archive,United Kingdom,Europe,GB-2794,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2794,University and research archives,http://www.bcu.ac.uk/arts-design-and-media/art-and-design-archive,True,True
Bishopsgate Institute Special Collections and Archives,bishopsgate-institute-special-collections-and-archives,United Kingdom,Europe,GB-372,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-372,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.bishopsgate.org.uk/library,True,True
Black Cultural Archives,black-cultural-archives,United Kingdom,Europe,GB-1443,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1443,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://bcaheritage.org.uk/,True,True
"Borthwick Institute for Archives, University of York",borthwick-institute-for-archives-university-of-york,United Kingdom,Europe,GB-193,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-193,University and research archives,http://www.york.ac.uk/borthwick/,True,True
Bournemouth University Archives,bournemouth-university-archives,United Kingdom,Europe,GB-2146,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2146,University and research archives,https://www1.bournemouth.ac.uk/students/library/using-library/archives-special-collections,True,True
"BP Archive, University of Warwick",bp-archive-university-of-warwick,United Kingdom,Europe,GB-1566,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1566,Business archives,https://blogs.warwick.ac.uk/bparchive/about/,True,True
British Film Institute,british-film-institute,United Kingdom,Europe,GB-1456,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1456,Media archives,http://www.bfi.org.uk/archive-collections/introduction-bfi-collections/exploring-collections/special-collections,True,True
British Institute at Ankara Digital Repository,british-institute-at-ankara-digital-repository,United Kingdom,Europe,GB-3585,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3585,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://biaa.ac.uk/digital-repository/,True,True
"British Library Asia, Pacific and Africa Collections",british-library-asia-pacific-and-africa-collections,United Kingdom,Europe,GB-59,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-59,National archives,http://www.bl.uk/reshelp/bldept/apac/apacoll/apac.html,True,True
British Library Manuscript Collections,british-library-manuscript-collections,United Kingdom,Europe,GB-58,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-58,National archives,http://www.bl.uk/reshelp/bldept/manuscr/index.html,True,True
British Library Music Collections,british-library-music-collections,United Kingdom,Europe,GB-2027,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2027,,http://www.bl.uk/reshelp/findhelprestype/music/aboutmusiccol/musicaboutus.html,True,True
Britten Pears Arts Archive,britten-pears-arts-archive,United Kingdom,Europe,GB-1111,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1111,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.brittenpearsarts.org/visit-us/the-red-house/the-archive,True,True
Brunel University London Special Collections,brunel-university-london-special-collections,United Kingdom,Europe,GB-1975,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1975,University and research archives,http://www.brunel.ac.uk/life/library/Special-Collections,True,True
BT Group Archives,bt-group-archives,United Kingdom,Europe,GB-1814,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1814,Business archives,https://www.bt.com/about/bt/our-history/bt-archives,True,True
Canterbury Christ Church University Archives,canterbury-christ-church-university-archives,United Kingdom,Europe,GB-2781,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2781,University and research archives,,False,True
Cardiff University Archives Prifysgol Caerdydd,cardiff-university-archives-prifysgol-caerdydd,United Kingdom,Europe,GB-1239,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1239,University and research archives,http://www.cardiff.ac.uk/special-collections,True,True
"Centre for the Study of World Christianity, University of Edinburgh",centre-for-the-study-of-world-christianity-university-of-edinburgh,United Kingdom,Europe,GB-3189,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3189,University and research archives,http://www.ed.ac.uk/schools-departments/divinity/research/centres/world-christianity/collections-resources,True,True
"Chelsea College of Arts Library, Special Collections",chelsea-college-of-arts-library-special-collections,United Kingdom,Europe,GB-2815,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2815,University and research archives,http://www.arts.ac.uk/study-at-ual/library-services/collections-and-archives/chelsea/,True,True
Chetham's Library,chetham-s-library,United Kingdom,Europe,GB-418,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-418,University and research archives,https://library.chethams.com/collections/,True,True
Children's Society Records and Archives Centre,children-s-society-records-and-archives-centre,United Kingdom,Europe,GB-2180,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2180,,http://www.hiddenlives.org.uk/including_the_excluded/completed_catalogues.html,True,True
"Christ's College Archives, University of Cambridge",christ-s-college-archives-university-of-cambridge,United Kingdom,Europe,GB-267,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-267,University and research archives,http://www.christs.cam.ac.uk/catalogues/archival-collections,True,True
"Clare College Archives, University of Cambridge",clare-college-archives-university-of-cambridge,United Kingdom,Europe,GB-1114,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1114,University and research archives,https://cudl.lib.cam.ac.uk/collections/clare/1,True,True
Conway Hall Humanist Library and Archives,conway-hall-humanist-library-and-archives,United Kingdom,Europe,GB-2597,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2597,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://conwayhall.org.uk/library/,True,True
Cotesbach Educational Trust Archive,cotesbach-educational-trust-archive,United Kingdom,Europe,GB-3069,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3069,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://cotesbachschoolhouse.org.uk/,True,True
Coventry History Centre,coventry-history-centre,United Kingdom,Europe,GB-144,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-144,Regional archives,http://coventrycollections.org/,True,True
Coventry University Archives,coventry-university-archives,United Kingdom,Europe,GB-434,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-434,University and research archives,https://libguides.coventry.ac.uk/archives/home,True,True
"Crafts Study Centre Archives, University for the Creative Arts",crafts-study-centre-archives-university-for-the-creative-arts,United Kingdom,Europe,GB-2941,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2941,University and research archives,https://www.csc.uca.ac.uk/,True,True
De Montfort University Archives and Special Collections,de-montfort-university-archives-and-special-collections,United Kingdom,Europe,GB-3071,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3071,University and research archives,https://specialcollections.catalogue.dmu.ac.uk/,True,True
Doncaster Archives,doncaster-archives,United Kingdom,Europe,GB-197,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-197,County/local authority archives,http://www.doncaster.gov.uk/doncasterarchives,True,True
"Downing College Archives, University of Cambridge",downing-college-archives-university-of-cambridge,United Kingdom,Europe,GB-269,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-269,University and research archives,https://www.dow.cam.ac.uk/about/downing-college-archive,True,True
Dr Williams's Library,dr-williams-s-library,United Kingdom,Europe,GB-123,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-123,Church and religious archives,http://dwl.ac.uk/index.php,True,True
Dudley Archives and Local History Service,dudley-archives-and-local-history-service,United Kingdom,Europe,GB-145,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-145,County/local authority archives,http://www.dudley.gov.uk/resident/libraries-archives/archives-and-local-history-service/,True,True
Dundee Local History Centre,dundee-local-history-centre,United Kingdom,Europe,GB-615,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-615,County/local authority archives,http://www.leisureandculturedundee.com/library/localhistory,True,True
Durham University Archives,durham-university-archives,United Kingdom,Europe,GB-33,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-33,University and research archives,http://www.dur.ac.uk/library/asc/,True,True
East Dunbartonshire Archives - Kirkintilloch,east-dunbartonshire-archives-kirkintilloch,United Kingdom,Europe,GB-1015,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1015,County/local authority archives,https://www.edlc.co.uk/heritage-arts/historical-records/archives/,True,True
East London Mosque Archives,east-london-mosque-archives,United Kingdom,Europe,GB-3396,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3396,Church and religious archives,http://www.eastlondonmosque.org.uk/content/east-london-mosque-london-muslim-centre-archive-collections,True,True
Edinburgh University Library Heritage Collections,edinburgh-university-library-heritage-collections,United Kingdom,Europe,GB-237,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-237,University and research archives,https://archives.collections.ed.ac.uk/,True,True
"English Faculty Library, University of Oxford",english-faculty-library-university-of-oxford,United Kingdom,Europe,GB-481,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-481,University and research archives,http://www.bodleian.ox.ac.uk/english,True,True
English National Ballet Archives,english-national-ballet-archives,United Kingdom,Europe,GB-1742,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1742,National archives,https://www.ballet.org.uk/the-company/history/,True,True
Explore York Archives,explore-york-archives,United Kingdom,Europe,GB-192,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-192,County/local authority archives,https://www.exploreyork.org.uk/archives/,True,True
"Faculty of Classics Archives, University of Cambridge",faculty-of-classics-archives-university-of-cambridge,United Kingdom,Europe,GB-3437,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3437,University and research archives,https://www.classics.cam.ac.uk/library/archives,True,True
Feminist Archive North,feminist-archive-north,United Kingdom,Europe,GB-3181,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3181,University and research archives,http://www.feministarchivenorth.org.uk,True,True
Freshwater Biological Association Archives,freshwater-biological-association-archives,United Kingdom,Europe,GB-986,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-986,University and research archives,http://www.fba.org.uk,True,True
Geological Society Archives,geological-society-archives,United Kingdom,Europe,GB-378,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-378,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://www.geolsoc.org.uk/library,True,True
Glamorgan Archives Archifau Morgannwg,glamorgan-archives-archifau-morgannwg,United Kingdom,Europe,GB-214,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-214,County/local authority archives,http://glamarchives.gov.uk/,True,True
Glasgow Caledonian University Archives and Special Collections,glasgow-caledonian-university-archives-and-special-collections,United Kingdom,Europe,GB-1847,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1847,,https://www.gcu.ac.uk/archives/,True,True
Glasgow City Archives,glasgow-city-archives,United Kingdom,Europe,GB-243,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-243,County/local authority archives,https://www.glasgowlife.org.uk/libraries/city-archives,True,True
Glasgow School of Art Archives and Collections,glasgow-school-of-art-archives-and-collections,United Kingdom,Europe,GB-1694,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1694,,https://gsaarchives.net/,True,True
Glasgow Women's Library,glasgow-women-s-library,United Kingdom,Europe,GB-1534,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1534,Specialised non-governmental archives and archives of other cultural (heritage) institutions,http://womenslibrary.org.uk/,True,True
"Goldsmiths Special Collections and Archives, University of London",goldsmiths-special-collections-and-archives-university-of-london,United Kingdom,Europe,GB-2603,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2603,University and research archives,http://www.gold.ac.uk/library/collections/special-collections/,True,True
Guardian News and Media Archive,guardian-news-and-media-archive,United Kingdom,Europe,GB-2726,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2726,Business archives,http://guardian.calmview.eu/calmview/,True,True
Gunnersbury Park Museum Archives,gunnersbury-park-museum-archives,United Kingdom,Europe,GB-3481,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3481,University and research archives,http://www.visitgunnersbury.org/,True,True
Gwasanaeth Archifau Conwy Conwy Archive Service,gwasanaeth-archifau-conwy-conwy-archive-service,United Kingdom,Europe,GB-2008,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2008,County/local authority archives,http://www.conwy.gov.uk/en/Resident/Libraries-Museums-and-Archives/Archives/Archives.aspx,True,True
"Gwynedd Archives Service - Caernarfon Record Office Gwasanaeth Archifau Gwynedd, Archifdy Caernarfon",gwynedd-archives-service-caernarfon-record-office-gwasanaeth-archifau-gwynedd-archifdy-caernarfon,United Kingdom,Europe,GB-219,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-219,County/local authority archives,http://www.gwynedd.llyw.cymru/archifau,True,True
"Gwynedd Archives Service - Meirionnydd Record Office Gwasanaeth Archifau Gwynedd, Archifdy Meirionnydd",gwynedd-archives-service-meirionnydd-record-office-gwasanaeth-archifau-gwynedd-archifdy-meirionnydd,United Kingdom,Europe,GB-220,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-220,County/local authority archives,http://www.gwynedd.llyw.cymru/archifau,True,True
Harlaxton Manor Archives,harlaxton-manor-archives,United Kingdom,Europe,GB-3454,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3454,University and research archives,https://harlaxtonmanorarchives.wordpress.com/,True,True
Henry Moore Institute Archive,henry-moore-institute-archive,United Kingdom,Europe,GB-1468,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1468,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.henry-moore.org/archives-and-library,True,True
