institution,slug,country,continent,repository_code,archive_type,cinearchives_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1934-TrafiquantsD-34-1_1?feature=oembed,TRAFIQUANTS DE LA MORT (LES),Allyn.B CARRIK; Maroc; Armement militaire | Défilé militaire | Presse écrite | Mine de charbon | 1914-1918 Première Guerre mondiale | Section Française de l’Internationale Ouvrière (SFIO) | Hitler Adolf | Krupp (dynastie) | Schneider Charles Prosper Eugène | Thyssen Fritz | Wendel de (les frères),"Ficha pública do catálogo Ciné-Archives. | ano: 1934 précisément | duração: 01:08:00 | formato: Film 35 mm | som: Sonore | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1934-TrafiquantsD-34-1_1?feature=oembed | Description Séquences Photos Dénonciation du commerce des armes et de leurs trafiquants. Ce plaidoyer pacifiste entend démontrer que la fabrication et la vente des armes ont toujours précédé de nouvelles guerres, causes de désastres pour le plus grand nombre et sources de profit pour une poignée d'individus. Trafiquants de la mort additionne ainsi les exemples pris - parfois sans ordre apparent - dans le temps et l'espace : la première guerre mondiale et son cortège de morts et de ruines a considérablement accru les fortunes de certains grands groupes (Krupp, Skoda, Schneider-Creusot, Vickers-Armstrong, US Munitions Manufacturers) ; en 1919, le traité de Versailles n'a écarté aucune des menaces de guerre « L'Europe d'aujourd'hui bouillonne de mécontentement » et « les nouvelles frontières sont germes de nouvelles haines ». Sur la planète entière (en Europe, en Chine, au Japon ou en Turquie), les pays s'arment et se mobilisent et la course aux armements a aussi lieu sur mer. Après un exposé technique et historique sur l'évolution des armements (des catapultes aux tanks) abondamment illustré par des extraits de films de fiction, Trafiquants de la mort démontre la collusion entre le monde politique et le monde des affaires, ainsi que les arrangements, par-delà les antagonismes nationaux, entre marchands d'armes. La press...",1934,TRAFIQUANTS DE LA MORT (LES),1934-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/1290 - URSS 1934/CineA-1934-1290-VoyageEnURSS-1_2?feature=oembed,VOYAGE EN URSS - SEPTEMBRE 1934,ANONYME; Saint-Pétersbourg; Train | 1922-1991 URSS | 1924-1991 Léningrad | Lénine Vladimir Ilitch Oulianov | Staline Joseph,"Ficha pública do catálogo Ciné-Archives. | ano: 1934 | duração: 00:11:00 | formato: Film 9,5 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/1290 - URSS 1934/CineA-1934-1290-VoyageEnURSS-1_2?feature=oembed | Description Séquences Photos Première bobine d'un voyage en groupe en Russie soviétique à la fin de l'été 1934. Ce film est exceptionnel pour un certain nombre de scènes qu'on y trouve : outre les rues de Leningrad dans lesquelles se côtoient chevaux et automobiles, on y voit d'impressionnants échafaudages en bois, et des traces de l'accueil fait aux touristes dans les années 1930 par la jeune Union soviétique : ainsi, le groupe de français qui effectue le voyage séjourne à l'Hôtel Astoria, palace réquisitionné et géré par Intourist, et fréquente le Torgsin de l'hôtel, sorte de grand magasin réservé aux touristes étrangers et mis en place à partir de 1932 pour alimenter les caisses du pays. On voit également des groupes de jeunes hommes et jeunes femmes marchant en peloton ; les femmes portent des tenues de sport très décontractées et tiennent des ballons. Quelques scènes enfin sont tournées dans la campagne environnant Leningrad ; on y voit des maisons russes traditionnelles en bois et de vieilles paysannes vendent leurs produits - on peut imaginer qu'elles tiennent un étal en bordure de la gare, espérant ainsi vendre leur production aux riches voyageurs. Le film montre plusieurs lieux emblématiques : la perspective Nevski en voiture, bâtiment de l'Amirauté, Cathédrale Saint-Isaac, musée de l'Ermitage. Il s'att...",1934,VOYAGE EN URSS - SEPTEMBRE 1934,1934-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/1291 - URSS 1934/CineA-1934-1291-VoyageEnURSS-2_2?feature=oembed,VOYAGE EN URSS - SEPTEMBRE 1934,"ANONYME; Russie , Moscou (ville) , Ukraine , Kiev; 1922-1991 URSS","Ficha pública do catálogo Ciné-Archives. | ano: 1934 précisément | duração: 00:13:00 | formato: Film 9,5 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/1291 - URSS 1934/CineA-1934-1291-VoyageEnURSS-2_2?feature=oembed | Description Séquences Photos Seconde partie du voyage à travers l'Union soviétique à l'été 1934. La majeure partie du film est consacrée à Moscou : le Kremlin, la place rouge, l'hôtel Novomoskovskaya (géré par Intourist) dans lequel résident les touristes français. On aperçoit ensuite l'immense façade néogothique du grand magasin TSUM (ЦУМ), acronyme de Центральный универсальный магазин , « Magasin Central Universel » - ancien grand magasin fondé avant la révolution, sous la marque Muir et Merileys, il fut nationalisé et géré par l'entreprise d'État Mostorg. Le groupe de touristes visite ensuite une école, dans laquelle les enfants reçoivent une leçon de musique. On les voit devant une plaque annonçant le Musée de la révolution. Après un voyage en train, le groupe se rend plus au Sud, dans la région de Karkov, en Ukraine. Ils y visitent une exploitation agricole - sovkhoze ou kolkhoze - avant de se rendre à Kiev. De très beaux plans sur des bâtiments dont beaucoup seront détruits pendant la Seconde guerre mondiale. Ce film, comme le précédent, est bien filmé et offre de beaux portraits de groupe, en plus de montrer des traces de bâtiments et de villes aujourd'hui partiellement détruites. On voit aussi l'effort mis sur le tourisme et particulièrement l'accueil de riches étrangers, comme cela semble êt...",1934,VOYAGE EN URSS - SEPTEMBRE 1934,1934-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/1331 - AMSTERDAM/CineA-1331-1933-ConcoursInte-1_1?feature=oembed,AMSTERDAM - CONCOURS INTERNATIONAL DU FILM AMATEUR,RÉALISATION COLLECTIVE; Amsterdam; Cinéaste amateur,"Ficha pública do catálogo Ciné-Archives. | ano: 1933 précisément | duração: 00:10:00 | formato: Film 16 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/1331 - AMSTERDAM/CineA-1331-1933-ConcoursInte-1_1?feature=oembed | Description Images tournées en janvier 1933, au Concours International du Meilleur Film d’Amateur 1932, qui se déroule à Amsterdam. Une délégation du Club des cinéastes amateurs de France a fait le déplacement et en ramène des vues touristiques, dont certaines assez belles : des scènes de rue, des enseignes lumineuses dans la nuit. Le Concours en tant que tel est peu filmé, mis à part quelques membres du jury. L’essentiel du film propose des vues d’Amsterdam : boutiques, enseignes aux patronymes francophones, population locale en tenue traditionnelle et dans leur quotidien. Le film s'ouvre sur un carton ""Nederlandsche Smalfilmliga"", puis ""2e Concours International du Meilleur Film d'Amateur 1932"" L’un des opérateurs mentionnés au générique, Jacques Lemare, deviendra quelques années plus tard un des principaux animateurs de la coopérative Ciné-Liberté, qui réalisera pour le PCF et la CGT du Front Populaire de nombreux films. Générique : S.Shaw, P.Bonvoisin, A.Sevile, J. Lemare, J. Valdes Lieux de consultation : Ciné-Archives",1933,AMSTERDAM - CONCOURS INTERNATIONAL DU FILM AMATEUR,1933-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1933-869-RoumanieFete-1_1?feature=oembed,ROUMANIE : FÊTE NATIONALE À BUCAREST,ANONYME; Roumanie,"Ficha pública do catálogo Ciné-Archives. | ano: 1933 précisément | duração: 00:03:00 | formato: Film 35 mm | som: Sonore | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1933-869-RoumanieFete-1_1?feature=oembed | Description Photos Le 10 mai 1933, à Bucarest, le roi Carol II et le prince héritier assistent au défilé militaire de la fête nationale. Après le passage des troupes de la garnison, une escadrille d'avions traverse le ciel. (source : Archives françaises du film) Lieux de consultation : Ciné-Archives, Archives françaises du film, Archives départementales de la Seine-Saint-Denis",1933,ROUMANIE : FÊTE NATIONALE À BUCAREST,1933-01-01,Documentário e registro histórico,Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-868-Bucarest6Jan-1_1?feature=oembed,BUCAREST LE 6 JANVIER 1932,"ANONYME; Europe , Roumanie; Défilé militaire | Cérémonie","Ficha pública do catálogo Ciné-Archives. | ano: 1932 précisément | duração: 00:03:00 | formato: Film 35 mm | som: Son manquant | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-868-Bucarest6Jan-1_1?feature=oembed | Description Photos Le 6 janvier 1932, le roi Carol II et le grand voïvode Mihai participent à la fête religieuse du baptême de Jésus-Christ à Bucarest. Après s'être rendus à l'église Zlatari, ils suivent le cortège religieux qui se dirige vers les rives de la Dâmbovita où ils assistent à la bénédiction des eaux. Avant le départ de la famille royale, les troupes défilent devant leur monarque. (source : Archives françaises du film) Lieux de consultation : Ciné-Archives, Archives françaises du film, Archives départementales de la Seine-Saint-Denis",1932,BUCAREST LE 6 JANVIER 1932,1932-01-01,Documentário e registro histórico,Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-ColoniesDeVa-330-1_1?feature=oembed,COLONIES DE VACANCES DE BAGNOLET,"ANONYME; Bagnolet (93) , Oléron (île d') (17); Plage | Colonie de vacances | Politique sociale | Banlieues rouges, « communisme municipal » | Enfant | Vacances | Delavois Alphonse","Ficha pública do catálogo Ciné-Archives. | ano: 1932 précisément | duração: 00:49:00 | formato: Film 16 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-ColoniesDeVa-330-1_1?feature=oembed | Description Séquences Photos Ce film expose le combat d'une municipalité ouvrière et communiste pour envoyer ses enfants à la mer en créant la première colonie de vacances à Bagnolet. Après un exposé descriptif du quotidien des enfants vivants dans des taudis et jouant dans les ruisseaux, on voit les jeunes colons sur l'île d'Oléron, au centre de La Vignerie. La municipalité de Bagnolet se bat ainsi contre l'héritage de l'ancienne mairie (conquise en 1928) et l'hostilité des services de la préfecture. Le système de placement des enfants en Haute-Loire par l'ancienne municipalité est évoqué, de manière dépréciative, (carences au niveau de l'hygiène, de l'alimentation et de la surveillance). Le second volet de Colonies de vacances décrit par contre avec enthousiasme le parcours des jeunes administrés : la pesée des enfants, l'épouillage, le départ en car et en train, la cantine et le dortoir, la coopérative et l'infirmerie, les pique-niques, la sieste et les bains à la mer, et, de retour au foyer (L'Humanité est sur la table), la lettre de remerciement aux élus... Ce film de propagande marie anticléricalisme et culture prolétarienne, hygiéniste et collectivisme. Au noir du clergé, à la crasse de certaines campagnes, s'oppose la lumière de la colonie balnéaire et communiste. Colonies de vacances fut diffusé par le Secours...",1932,COLONIES DE VACANCES DE BAGNOLET,1932-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-ExcursionDes-457-1_1?feature=oembed,EXCURSION DES PUPILLES DE LA PROTECTION DE L'ENFANCE OUVRIÈRE DE CLICHY,"André BAYARD; Clichy (92) , Paris (75) , Bruyères-le-Châtel (91); Mouvement de jeunesse | Banlieues rouges, « communisme municipal » | Enfance | Autocar","Ficha pública do catálogo Ciné-Archives. | ano: 1932 précisément | duração: 00:12:00 | formato: Film 35 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1932-ExcursionDes-457-1_1?feature=oembed | Description Séquences Photos Ce film retrace une sortie à la campagne organisée par la Protection de l'enfance ouvrière de Clichy. En 1925, Clichy devient communiste: Charles Auffray (1887-1957) est élu maire; il conservera ce mandat jusqu'en 1942 mais quitte le PCF en 1929 pour rejoindre le Parti ouvrier et paysan. Ce parti a été fondé par des exclus et des démissionnaires du PCF ; il fusionne en 1930 avec le Parti socialiste communiste pour créer le Parti d’unité prolétarienne. Le film montre que la ville de Clichy est très soucieuse des loisirs des enfants: la Protection de l'enfance ouvrière propose diverses distractions et excursions à ses « pupilles ». Comme l'indique le très long carton introductif, la perspective est à la fois récréative et éducative: il s'agit de permettre aux enfants de s'amuser, mais aussi de transmettre des valeurs, comme le pacifisme ou la solidarité, aux futurs travailleurs. Le dimanche 19 juin 1932, les pupilles de la Protection de l'enfance ouvrière se retrouvent pour partir en excursion dans la vallée de Chevreuse. Les enfants, 300 garçons et filles de tout âge, en uniformes, sont regroupés dans la cour du bâtiment qui abrite le Patronage municipal. Ils jouent puis se mettent en rangs pour sortir de la cour accompagnés par des adultes. Le cortège avance ensuite dans une rue de Clichy....",1932,EXCURSION DES PUPILLES DE LA PROTECTION DE L'ENFANCE OUVRIÈRE DE CLICHY,1932-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1931-Crise-43-1_1?feature=oembed,CRISE (LA),"ANONYME; Indre-et-Loire (37) , Paris (75); L'Humanité (journal) | Ouvrier agricole | 1922-1991 URSS | Buisson Ferdinand | Doumer Paul | Laval Pierre | Maginot André | Tardieu André","Ficha pública do catálogo Ciné-Archives. | ano: 1931 précisément | duração: 00:16:00 | formato: Film 16 mm | som: Muet | coloração: Noir & Blanc | coleção: FÉDÉRATION PCF D'INDRE-ET-LOIRE | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1931-Crise-43-1_1?feature=oembed | Description Séquences Photos La situation des travailleurs de la terre en France, victimes du capitalisme et de la crise économique, et la lutte contre la guerre et contre l'impérialisme dans le monde (France, Allemagne, États-Unis, Italie, Grande-Bretagne). D'abord destiné au monde paysan (images de marchés, de vente et de négoce...), ce film est ensuite un panégyrique de l'URSS, « Seul pays sans crise, sans chômage » et seul « défenseur de la paix » (image récurrente de kolkhoziens en train de danser). Les dirigeants radicaux et surtout socialistes sont dénoncés, eux, avec insistance, comme des partisans de l'impérialisme, à l'instar des ""pacifistes bourgeois"". La crise, documentaire militant contenant un grand nombre de cartons explicatifs et de slogans, est fortement marqué par la politique ""classe contre-classe"" du parti communiste. Personnalités : Paul Doumer, André Maginot, André Tardieu, Ferdinand Buisson, Pierre Laval, Benito Mussolini, (reine de Roumanie), Marcel Cachin (en meeting),.... Lieux et monuments : Beaugency (monument aux morts), Paris (Les Halles, La Bourse aux grains, La Bourse du Commerce, Le Quai d'Orsay), Washington (La Maison-Blanche)... NOTE : ""On ne sait pas sur quelle initiative ce film a été tourné, mais l'accent mis sur la situation des paysans donne à p...",1931,CRISE (LA),1931-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/1305 - LYON DEFILE/CineA-1931-1305-DefileDelega-1_1?feature=oembed,DÉFILÉ DE DÉLÉGATIONS ÉTRANGÈRES SUR L'ÎLE DU SOUVENIR DE LYON,ANONYME; Lyon (69); Défilé militaire | Commémoration | Politique internationale | Défilé folklorique | Barque | 1914-1918 Première Guerre mondiale | Monument aux morts,"Ficha pública do catálogo Ciné-Archives. | ano: 1931 environ | duração: 00:10:00 | formato: Film 9,5 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/1305 - LYON DEFILE/CineA-1931-1305-DefileDelega-1_1?feature=oembed | Description Photos Fanfare militaire et défilé de délégations étrangères sur l'Île du souvenir (anciennement île des Cygnes), dans le parc de la Tête d'Or à Lyon, qui abrite un monument aux morts de la première guerre mondiale. En 1920, la ville de Lyon lance un concours pour construire un nouveau monument aux morts. La première pierre est posée le 10 décembre 1922. Après 7 ans de travaux, le monument est inauguré le 5 octobre 1930 - voir ce film sur l'inauguration en présence du Maréchal Pétain, d'Edouard Herriot et de centaines d'anciens combattants. Ce film, qu'on imagine postérieur, montre un défilé d'hommes et femmes en costume traditionnel de divers pays étrangers - Autriche, Belgique, Japon, Chine, Egypte, Finlande, Lituanie, Lettonie, Yougoslavie, Suède, Tchécoslovaquie, Turquie, Arménie, Allemagne, mais aussi la Russie (identifiée comme telle et non comme Union soviétique) ou ""l'Amérique centrale"" - venus se recueillir et déposer des gerbes de fleurs près du cénotaphe monumental. Les personnages officiels restent à identifier, ainsi que la date précise de l'événement et la raison de la venue de ces délégations du monde entier à Lyon. On est surpris par la variété des pays représentés, la présence de l'Allemagne, l'absence de mention faite de l'Union soviétique. Le débarquement sur l'île, sur l...",1931,DÉFILÉ DE DÉLÉGATIONS ÉTRANGÈRES SUR L'ÎLE DU SOUVENIR DE LYON,1931-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/1309 - LYON PETAIN/CineA-1930-1309-Inauguration-1_1?feature=oembed,INAUGURATION DU MONUMENT AUX MORTS DE LYON PAR LE MARÉCHAL PÉTAIN ET ÉDOUARD HERRIOT,ANONYME; Lyon (69); Cérémonie officielle | 1914-1918 Première Guerre mondiale | Monument aux morts | Herriot Édouard | Pétain Philippe,"Ficha pública do catálogo Ciné-Archives. | ano: 1930 précisément | duração: 00:18:00 | formato: Film 9,5 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/1309 - LYON PETAIN/CineA-1930-1309-Inauguration-1_1?feature=oembed | Description Photos Cérémonie officielle et inauguration de l'Île du souvenir (anciennement île des Cygnes), dans le parc de la Tête d'Or à Lyon, qui abrite un monument aux morts de la première guerre mondiale, en présence du Maréchal Pétain, d'Edouard Herriot et de centaines d'anciens combattants, le 5 octobre 1930. Lieux de consultation : Ciné-Archives",1930,INAUGURATION DU MONUMENT AUX MORTS DE LYON PAR LE MARÉCHAL PÉTAIN ET ÉDOUARD HERRIOT,1930-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1928-FeteDeGarche-27-1_1?feature=oembed,FÊTE DE GARCHES (LA),S SILKA; Garches (92); L'Humanité (fête de) | Jeu | Parc,"Ficha pública do catálogo Ciné-Archives. | ano: 1928 précisément | duração: 00:07:00 | formato: Film 35 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1928-FeteDeGarche-27-1_1?feature=oembed | Description Séquences Photos Rassemblement populaire, syndical et politique, en banlieue parisienne, dans le parc de Garches, le 22 juillet 1928. Cette fête champêtre, par ses stands et ses jeux, mêle différentes formes de sociabilités familiales et ouvrières. Jeux populaires (pêche, Casse-pipe course en sacs), stands, danseuses algériennes dansant la «nouba», la police à cheval surveille. Intertitres : Les stands, l'Humanité, Famille Nouvelle, Grande Loterie, Nouba Algérienne, Intersyndicale des 9 et 17 Arrondissements, les Jeux et les sports, la Police. Générique : « La fête de Garches, organisée par l'union des syndicats de la région parisienne, le 22 juillet 1928 » Lieux et monuments : Parc de Garches (clairière des Quatre Cèdres) Note : Face à l'interdiction du préfet de leur laisser l'usage des parcs domaniaux entre 1925 et 1932, le P.C.F. utilise l'union des syndicats ouvriers de la Seine comme prête-nom pour continuer de tenir les fêtes de l'humanité, dont La Fête de Garches qui fût entièrement prise en charge par l'Union des Syndicats de la Région Parisienne (C.G.T.U). L'Humanité y tient toutefois un stand. («La fête de l'humanité» de D. Tartakowsky et N. Gérome éditions Messidor 1988) Ce film est la première trace cinématographique connue de la fête de l'Humanité. De 1921 à 1929 des fêtes champêtres sont organ...",1928,FÊTE DE GARCHES (LA),1928-01-01,"Território, cidade e memória local",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1921-597-MarcelCachinD-1_1?feature=oembed,MARCEL CACHIN DOCUMENTS,"ANONYME; Paris (75) , Tremblay-en-France (93) , Moscou (ville); Hommage | Internationalisme | Mobilisation de solidarité internationale | Discours | Meeting | Sport | Hippodrome | Compétition sportive | Cross | L'Humanité (fête de) | Regards sur l'URSS et les pays de l'Est | 1922-1991 URSS | Cachin Marcel | Degeyter Pierre | Vaillant-Couturier Paul","Ficha pública do catálogo Ciné-Archives. | ano: 1921 à 1957 | duração: 00:07:00 | formato: Film 16 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1921-597-MarcelCachinD-1_1?feature=oembed | Description Séquences Photos Ce document présente différents moments de la vie publique de Marcel Cachin sur plus de trente ans. Une première séquence rend compte du meeting organisé dans les années 1920 par la revue Clarté en solidarité aux victimes de famine en URSS. Marcel Cachin s’exprime en gros plan. Paul Vaillant-Couturier prend la parole, debout sur une table, avec derrière lui les banderoles « Guerre à la guerre » et « Bellevilloise ». Emile Brunel chante l’Internationale, puis Paul Vaillant-Couturier. Le voyage de Marcel Cachin en URSS en 1928 est documenté par trois courtes séquences. Marcel Cachin fait un discours lors du 6e congrès de l’Internationale communiste (Komintern). Il participe à un rassemblement dans un parc de Moscou et prend la parole en plein air. Cachin est également présent à la fête de la Constitution et de la défense de l’URSS au Parc central de Moscou. La séquence qui suit relate le 9e cross de l’Humanité, qui a eu lieu en 1946 sur l’hippodrome de Tremblay. Les coureurs s’élancent devant de nombreux spectateurs. Quelques plans décrivent la fête de l’Humanité de 1955, au cours de laquelle Cachin lit un discours. C’est ensuite le meeting célébrant le 40e anniversaire de la Révolution d’Octobre en 1957 qui est donné à voir ; Marcel Cachin est à la tribune. Enfin, dans un dernier temps, Marcel C...",1921,MARCEL CACHIN DOCUMENTS,1921-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
Ciné-Archives,cin-archives,France,Europe,FR-CINEARCHIVES,Institutional film and labour movement audiovisual archive,https://www.cinearchives.org/,True,True,https://www.cinearchives.org/catalogue-1104-0-0-0.html,Ciné-Archives,https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1920-116-HistoireDuPC-1_1?feature=oembed,"HISTOIRE DU PARTI COMMUNISTE FRANÇAIS, 1920-1935","ANONYME; Paris (75) , Pays-Bas , Amsterdam , Moscou (ville); Défilé militaire | Meeting | 1922-1991 URSS | Fanfare | Parti Communiste Français | Barbusse Henri | Brunel Émile | Cachin Marcel | Charpentier Madeleine | Degeyter Pierre | Dimitrov Georgi | Fourcade Henri | Gorki Maxime | Liadov Anatoli Konstantinovitch | Rolland Romain | Semard Pierre | Vaillant-Couturier Paul","Ficha pública do catálogo Ciné-Archives. | ano: 1920 à 1935 | duração: 00:13:00 | formato: Film 35 mm | som: Muet | coloração: Noir & Blanc | embed: https://diazcinearchives.oembed.diazinteregio.org/embed/CineA-1920-116-HistoireDuPC-1_1?feature=oembed | Description Séquences Photos Ce document rend compte de différents événements liés à l’histoire du PCF, et du mouvement communiste international, des années 1920 à 1935. Une première séquence décrit un rassemblement en plein air, organisé à l’initiative de la revue Clarté . Après un plan de Marcel Cachin, apparaît Emile Brunel qui fait un discours, debout sur une table, puis chante l’Internationale. Paul Vaillant-Couturier prend la parole, avec derrière lui les banderoles « Guerre à la guerre » et « Bellevilloise » ; il chante à son tour. Les allocutions sont entrecoupées par des images de fanfare. Un deuxième temps donne à voir un discours prononcé par Henri Barbusse à Moscou à la Maison des syndicats en 1927. Face à un public concentré, il rend hommage aux victimes de la Terreur blanche. Une troisième séquence est dédiée au défilé militaire de l’American Legion organisé le 19 septembre 1927 à Paris. Les vétérans américains avancent dans les rues avec de nombreux drapeaux américains. Le même jour, à Clichy, une place Sacco et Vanzetti est inaugurée pour protester contre la mort de Nicola Sacco et Bartolomeo Vanzetti. Paul Vaillant-Couturier harangue la foule. Dans la séquence suivante, un meeting en plein air, sans doute sur la Butte du Chapeau-Rouge, est relaté. Madeleine Charpentier, Pierre Sémard et Marcel Cachin s’expr...",1920,"HISTOIRE DU PARTI COMMUNISTE FRANÇAIS, 1920-1935",1920-01-01,"Vida pública, política e história",Arquivo audiovisual institucional
