dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal College of Physicians and Surgeons of Glasgow Archives,royal-college-of-physicians-and-surgeons-of-glasgow-archives,GB-250,United Kingdom,Europe,,True,https://heritage.rcpsg.ac.uk/,heritage.rcpsg.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://heritage.rcpsg.ac.uk/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal College of Physicians of Edinburgh Library & Archives,royal-college-of-physicians-of-edinburgh-library-archives,GB-585,United Kingdom,Europe,University and research archives,True,https://www.rcpe.ac.uk/heritage,rcpe.ac.uk,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,1,2,https://www.rcpe.ac.uk/heritage
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal College of Psychiatrists Archives,royal-college-of-psychiatrists-archives,GB-2087,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.rcpsych.ac.uk/usefulresources/thecollegearchives.aspx,rcpsych.ac.uk,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.rcpsych.ac.uk/usefulresources/thecollegearchives.aspx
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal College of Surgeons of Edinburgh Archive,royal-college-of-surgeons-of-edinburgh-archive,GB-779,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://library.rcsed.ac.uk/archives/archives-overview,library.rcsed.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://library.rcsed.ac.uk/archives/archives-overview
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal College of Surgeons of England Archives,royal-college-of-surgeons-of-england-archives,GB-114,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://surgicat.rcseng.ac.uk,surgicat.rcseng.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,4,http://surgicat.rcseng.ac.uk/search/simple
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Commission on the Ancient and Historical Monuments of Wales Comisiwn Brenhinol Henebion Cymru,royal-commission-on-the-ancient-and-historical-monuments-of-wales-comisiwn-brenhinol-henebion-cymru,GB-1952,United Kingdom,Europe,National archives,True,http://www.coflein.gov.uk/en/,coflein.gov.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://coflein.gov.uk/en/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Conservatoire of Scotland Archives & Collections,royal-conservatoire-of-scotland-archives-collections,GB-2607,United Kingdom,Europe,University and research archives,True,https://www.rcs.ac.uk/study/why-rcs/campus-facilities/learning-teaching-facilities/whittaker-library/archives-and-collections/,rcs.ac.uk,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,6,1,https://www.rcs.ac.uk/study/why-rcs/campus-facilities/learning-teaching-facilities/whittaker-library/archives-and-collections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Free Hospital Medical Library,royal-free-hospital-medical-library,GB-3435,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.ucl.ac.uk/medicalschool/rfhmedlib,ucl.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.ucl.ac.uk/medical-sciences/divisions/medical-school
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Royal Holloway Archives and Special Collections, University of London",royal-holloway-archives-and-special-collections-university-of-london,GB-505,United Kingdom,Europe,University and research archives,True,https://www.royalholloway.ac.uk/about-us/the-library/our-archives/,royalholloway.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,3,https://www.royalholloway.ac.uk/about-us/the-library/our-archives/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Horticultural Society Lindley Library,royal-horticultural-society-lindley-library,GB-803,United Kingdom,Europe,University and research archives,True,https://www.rhs.org.uk/education-learning/libraries-at-rhs/visit-the-libraries,rhs.org.uk,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,3,1,https://www.rhs.org.uk/education-learning/libraries-at-rhs/visit-the-libraries
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Institution of Great Britain Archive,royal-institution-of-great-britain-archive,GB-116,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.rigb.org/about/heritage-and-collections/archive/,rigb.org,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,7,26,5,https://www.rigb.org/visit/visit-our-archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Northern College of Music Archives,royal-northern-college-of-music-archives,GB-1179,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.rncm.ac.uk/research/resources/archives/,rncm.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.rncm.ac.uk/research/resources/archives/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Society Archives,royal-society-archives,GB-117,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://royalsociety.org/collections/,royalsociety.org,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://royalsociety.org/collections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Troon Golf Club,royal-troon-golf-club,GB-3486,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.royaltroon.co.uk,royaltroon.co.uk,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.royaltroon.co.uk
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Royal Welsh College of Music and Drama Archives,royal-welsh-college-of-music-and-drama-archives,GB-3489,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.rwcmd.ac.uk/student-life/library,rwcmd.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.rwcmd.ac.uk/library
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Salford Local History Library,salford-local-history-library,GB-129,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://salfordmuseum.com/explore/the-local-history-library/,salfordmuseum.com,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,2,https://salfordmuseum.com/explore/the-local-history-library/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Salomons Estate Museum,salomons-estate-museum,GB-2464,United Kingdom,Europe,University and research archives,True,http://www.thecivicsociety.org/Salomons.htm,thecivicsociety.org,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.thecivicsociety.org/Salomons.htm
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Salvation Army International Heritage Centre Archive,salvation-army-international-heritage-centre-archive,GB-2133,United Kingdom,Europe,Church and religious archives,True,http://www.salvationarmy.org.uk/international-heritage-centre,salvationarmy.org.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.salvationarmy.org.uk/about-us/international-heritage-centre
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"School of Oriental and African Studies (SOAS) Archives, University of London",school-of-oriental-and-african-studies-soas-archives-university-of-london,GB-102,United Kingdom,Europe,University and research archives,True,http://www.soas.ac.uk/library/archives/,soas.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.soas.ac.uk/soas-library/special-collections
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Schroder Archive,schroder-archive,GB-3277,United Kingdom,Europe,Business archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3277
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Science Museum Library,science-museum-library,GB-69,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.sciencemuseum.org.uk/researchers,sciencemuseum.org.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.sciencemuseum.org.uk/researchers
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Scott Polar Research Institute Archives, University of Cambridge",scott-polar-research-institute-archives-university-of-cambridge,GB-15,United Kingdom,Europe,University and research archives,True,http://www.spri.cam.ac.uk/library/archives,spri.cam.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.spri.cam.ac.uk/archives/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Scottish Poetry Library,scottish-poetry-library,GB-3258,United Kingdom,Europe,University and research archives,True,http://www.scottishpoetrylibrary.org.uk/library/collections,scottishpoetrylibrary.org.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,2,https://www.scottishpoetrylibrary.org.uk/library/collections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Sedgwick Museum of Earth Sciences, University of Cambridge",sedgwick-museum-of-earth-sciences-university-of-cambridge,GB-590,United Kingdom,Europe,University and research archives,True,https://sedgwickmuseum.cam.ac.uk/collections/our-collections/archive,sedgwickmuseum.cam.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://sedgwickmuseum.cam.ac.uk/collections/our-collections/archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Senate House Library Archives, University of London",senate-house-library-archives-university-of-london,GB-96,United Kingdom,Europe,University and research archives,True,http://www.senatehouselibrary.ac.uk/our-collections/historic-collections/archives-manuscripts/consulting-archives-and-manuscripts/,london.ac.uk,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.london.ac.uk/senate-house-library
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Seven Stories Archive,seven-stories-archive,GB-1840,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://sevenstories.org.uk/our-collection/,sevenstories.org.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://sevenstories.org.uk/our-collection/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Shah Jahan Mosque,shah-jahan-mosque,GB-3492,United Kingdom,Europe,Church and religious archives,True,http://www.shahjahanmosque.org.uk/,shahjahanmosque.org.uk,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,4,16,2,https://shahjahanmosque.org.uk/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Shakespeare's Globe Library and Archives,shakespeare-s-globe-library-and-archives,GB-3316,United Kingdom,Europe,University and research archives,True,http://www.shakespearesglobe.com/education/library-research/library-archive,shakespearesglobe.com,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,5,2,https://www.shakespearesglobe.com/learn/research-and-collections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Sherardian Library, University of Oxford",sherardian-library-university-of-oxford,GB-1046,United Kingdom,Europe,University and research archives,True,http://libguides.bodleian.ox.ac.uk/c.php?g=423017&p=2888720,libguides.bodleian.ox.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://libguides.bodleian.ox.ac.uk/c.php?g=423017&p=2888720
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Socialist Party of Great Britain Archives,socialist-party-of-great-britain-archives,GB-2665,United Kingdom,Europe,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",True,http://www.worldsocialism.org/spgb/,worldsocialism.org,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,8,47,5,https://www.worldsocialism.org/spgb/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Society of Writers to His Majesty’s Signet,society-of-writers-to-his-majesty-s-signet,GB-1487,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.wssociety.co.uk/,wssociety.co.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.wssociety.co.uk/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"St George's Archives and Special Collections, University of London",st-george-s-archives-and-special-collections-university-of-london,GB-406,United Kingdom,Europe,University and research archives,True,http://library.sgul.ac.uk/using-the-library/archives,library.sgul.ac.uk,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://library.sgul.ac.uk/using-the-library/archives
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"St John's College Library Special Collections, University of Cambridge",st-john-s-college-library-special-collections-university-of-cambridge,GB-275,United Kingdom,Europe,University and research archives,True,http://www.joh.cam.ac.uk/library/special_collections,joh.cam.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.joh.cam.ac.uk/research/library/highlights
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"St John's College Library, University of Oxford",st-john-s-college-library-university-of-oxford,GB-473,United Kingdom,Europe,University and research archives,True,https://www.sjc.ox.ac.uk/discover/about-college/library/,sjc.ox.ac.uk,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.sjc.ox.ac.uk/discover/about-college/library/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,St Paul's Cathedral Architectural Archive,st-paul-s-cathedral-architectural-archive,GB-3315,United Kingdom,Europe,Church and religious archives,True,https://www.stpauls.co.uk/history-collections/the-collections/architectural-archive,stpauls.co.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.stpauls.co.uk/history-and-collections
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Staffordshire and Stoke-on-Trent Archive Service,staffordshire-and-stoke-on-trent-archive-service,GB-169,United Kingdom,Europe,County/local authority archives,True,http://www.archives.staffordshire.gov.uk/CalmView/,archives.staffordshire.gov.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.archives.staffordshire.gov.uk/CalmView/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Staffordshire University Special Collections,staffordshire-university-special-collections,GB-2138,United Kingdom,Europe,University and research archives,True,https://libguides.staffs.ac.uk/special-collections,libguides.staffs.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://libguides.staffs.ac.uk/special-collections
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Surrey History Centre,surrey-history-centre,GB-176,United Kingdom,Europe,County/local authority archives,True,http://www.surreycc.gov.uk/surreyhistorycentre,surreycc.gov.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.surreycc.gov.uk/culture-and-leisure/history-centre
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Swansea University Archives,swansea-university-archives,GB-217,United Kingdom,Europe,University and research archives,True,https://www.swansea.ac.uk/library/richard-burton-archives/,swansea.ac.uk,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,3,2,https://www.swansea.ac.uk/library/richard-burton-archives/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Tasglann nan Eilean Hebridean Archives,tasglann-nan-eilean-hebridean-archives,GB-3002,United Kingdom,Europe,County/local authority archives,True,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/tasglann-nan-eilean,cne-siar.gov.uk,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/tasglann-nan-eilean
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Tate Archive,tate-archive,GB-70,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.tate.org.uk/research/archive,tate.org.uk,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.tate.org.uk/research/archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,GB-486,United Kingdom,Europe,University and research archives,True,http://www.bodleian.ox.ac.uk/taylor,bodleian.ox.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.bodleian.ox.ac.uk/libraries/taylor
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"The Centre for Computing History, Cambridge",the-centre-for-computing-history-cambridge,GB-3506,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.computinghistory.org.uk/,computinghistory.org.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,3,https://www.computinghistory.org.uk/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"The Devonshire Collection Archives, Chatsworth",the-devonshire-collection-archives-chatsworth,GB-2495,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.chatsworth.org/art-archives/,chatsworth.org,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.chatsworth.org/visit-chatsworth/chatsworth-estate/art-archives/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,The National Archives,the-national-archives,GB-00000032118,United Kingdom,Europe,National archives,True,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides,nationalarchives.gov.uk,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,2,31,3,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,The Postal Museum,the-postal-museum,GB-813,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.postalmuseum.org/visit/the-archive/,postalmuseum.org,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.postalmuseum.org/visit/the-archive/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,The Rothschild Archive,the-rothschild-archive,GB-2058,United Kingdom,Europe,Business archives,True,https://www.rothschildarchive.org/,rothschildarchive.org,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.rothschildarchive.org/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,The Stationers’ Company Archive,the-stationers-company-archive,GB-2156,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://stationers.org/library-archives/archives.html,stationers.org,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.stationers.org/company/archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,The Wiener Holocaust Library,the-wiener-holocaust-library,GB-1556,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://wienerholocaustlibrary.org/visit/visit-the-wolfson-reading-room/,wienerholocaustlibrary.org,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://wienerholocaustlibrary.org/visit/visit-the-wolfson-reading-room/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Theatres Trust Resource Centre,theatres-trust-resource-centre,GB-3401,United Kingdom,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.theatrestrust.org.uk/discover-theatres/library-archive,theatrestrust.org.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.theatrestrust.org.uk/discover-theatres/library-archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Transport for London Corporate Archives,transport-for-london-corporate-archives,GB-2856,United Kingdom,Europe,Specialised governmental archives,True,https://tfl.gov.uk/corporate/about-tfl/culture-and-heritage/corporate-archives,tfl.gov.uk,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://tfl.gov.uk/corporate/about-tfl/culture-and-heritage/corporate-archives
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Trinity College Archives, University of Cambridge",trinity-college-archives-university-of-cambridge,GB-16,United Kingdom,Europe,University and research archives,True,http://www.trin.cam.ac.uk/library/wren,trin.cam.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.trin.cam.ac.uk/library/wren-digital-library/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Trinity Laban Conservatoire of Music and Dance, Faculty of Music Archive",trinity-laban-conservatoire-of-music-and-dance-faculty-of-music-archive,GB-2649,United Kingdom,Europe,University and research archives,True,https://www.trinitylaban.ac.uk/student-life/libraries/#the-jerwood-library-of-performing-arts,trinitylaban.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.trinitylaban.ac.uk/student-life/libraries/#the-jerwood-library-of-performing-arts
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Trinity Laban Conservatoire of Music and Dance, Laban Archive",trinity-laban-conservatoire-of-music-and-dance-laban-archive,GB-1701,United Kingdom,Europe,University and research archives,True,https://www.trinitylaban.ac.uk/student-life/libraries/#laban-library,trinitylaban.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.trinitylaban.ac.uk/student-life/libraries/#laban-library
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,UK Data Archive,uk-data-archive,GB-1956,United Kingdom,Europe,University and research archives,True,http://www.data-archive.ac.uk/,data-archive.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.data-archive.ac.uk/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,University for the Creative Arts Archives & Special Collections,university-for-the-creative-arts-archives-special-collections,GB-3094,United Kingdom,Europe,University and research archives,True,http://community.ucreative.ac.uk/archives,community.ucreative.ac.uk,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://community.ucreative.ac.uk/archives
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,University of Bath Archives and Research Collections,university-of-bath-archives-and-research-collections,GB-1128,United Kingdom,Europe,University and research archives,True,http://www.bath.ac.uk/library/services/archives/index.html,bath.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,3,https://www.bath.ac.uk/topics/library-archives-and-research-collections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,University of Bedfordshire Special Collections,university-of-bedfordshire-special-collections,GB-3449,United Kingdom,Europe,University and research archives,True,https://lrweb.beds.ac.uk/specialcollections/,lrweb.beds.ac.uk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://lrweb.beds.ac.uk/specialcollections/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,GB-150,United Kingdom,Europe,University and research archives,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,birmingham.ac.uk,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.birmingham.ac.uk/facilities/cadbury
